ATTEMPT_INDEX	PARENT_V7_ORDINAL	CHECKPOINT_ROLE	DEPTH_DELTA	CHILD_U_OFFSET	CHILD_S_OFFSET	NODE_ID	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	C1_ORIENTATION_UNRESOLVED	C2_HULL_ORIENTATION_UNRESOLVED	EVENT1_CHARTS_CERTIFIED	EVENT2_CHARTS_CERTIFIED	HOMOGENEOUS_COMPUTATION_VALID	CERTIFICATE_PASS	PROBE_PASS
90	23	MASKED_TARGET	4	2	12	U07-0000000098_S08-0000000172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16704	dc97254081527c086654f6026ae357d658d20d91d22fe853ae8a3e8b67e12dc4	8306793ab3ab8e89d20915d691f1a45599a793b1b4c2fa891eb1b3027299a903	d1b2b859fb5e9c9285fe49a1f9224dd9075a2df55896eccb2a98a7414ed26c8f	5ab8292a2e394ce01c6c1f873099bfe439c0c1bcdc45a794d36d0429e726dfba	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
91	23	MASKED_TARGET	4	2	13	U07-0000000098_S08-0000000173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17370	ed73d50e3be5c9ac94a319c1bf9e2f09e5b72f8cb711bededdb01a1acd4a236c	ca323a3816e45fe5be77d978c9105b48413959b150fe3c40b4f935761cb79e9c	1406e2eea02b2f7f1a8356267fa5610f6d268130f2aac0fb604be06042bc8f95	cdc5312dfd64508ee9a6c222aa467dff327b7700e10beabec6eb967c10cf71db	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
92	23	MASKED_TARGET	4	2	13	U07-0000000098_S08-0000000173	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16663	ed73d50e3be5c9ac94a319c1bf9e2f09e5b72f8cb711bededdb01a1acd4a236c	ca323a3816e45fe5be77d978c9105b48413959b150fe3c40b4f935761cb79e9c	faa8eab92c344e2e2f415a6cf8bb0237f954fea604971d481b4dabd0bc92b444	8b14165680994f30dcca21b0b23db5542eb84bd6bc9dcca7f7dd42cd482055c4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
93	23	MASKED_TARGET	4	2	14	U07-0000000098_S08-0000000174	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17451	d2cb3f4511615032914cc195a73a0c2dbfa23a566459fb2ab6a148322c77d418	007ae53b3a75e9174f02e452d3b73b2780d5406b430c327f6af56c96932030d7	d1719b9e7c72af18fc9896e941fe1c337c8ad06c17b6467c21ebaf8b5d233230	db9fd5d79c370cbf2cefe2e374c6749049958d7ab198e66b3110bdd047d56ba3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
94	23	MASKED_TARGET	4	2	14	U07-0000000098_S08-0000000174	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16684	d2cb3f4511615032914cc195a73a0c2dbfa23a566459fb2ab6a148322c77d418	007ae53b3a75e9174f02e452d3b73b2780d5406b430c327f6af56c96932030d7	b963c16ae635b5dad106c051e68a3a337bf828fa9f9e50f2d44d81fd9faa3f9b	82b03e65d2438d9437bea29395beca5250a07d477e4dc46418723f5ef8dcafc0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
95	23	MASKED_TARGET	4	2	15	U07-0000000098_S08-0000000175	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17470	ed6c3c2e9c36b2c38c1ac4f266dc1e8eb7a0378f4a4275d45972b5b7e3104ab1	dd1fbc9b05e7e2fbc5c4579cc5802d29009b96569f45b35ed06011f692740f73	d7a5a694ef778eaca6537f5d1e7b34fb0c3d3d4454822d2e66c1a947710e64ee	85ac7a01d45d2600cf406dad2c669652fdd30942ec481e15cf26099d98e57daf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
96	23	MASKED_TARGET	4	2	15	U07-0000000098_S08-0000000175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16705	ed6c3c2e9c36b2c38c1ac4f266dc1e8eb7a0378f4a4275d45972b5b7e3104ab1	dd1fbc9b05e7e2fbc5c4579cc5802d29009b96569f45b35ed06011f692740f73	230314cc9812c69b3da29f21e1a05cc55a825b3aea729477398b88e0664a8ddc	5c046ca61af97bb350981dff7620608ee4495aa78e539c88aaafb1b042da0d0a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
97	23	MASKED_TARGET	4	3	0	U07-0000000099_S08-0000000160	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17411	9408797e2e6105d988e8a8964b5020094e4e7e0af771732c72322d5407f8c409	dd262bad46e3cbe2999d9659b39aa5cec8b47afb899c23f2dc2a4d87ccee698a	8c6f0d7137da9d79e4be72d1ba21005e8fdb036e0c775bcf0f9f5cd39e6b9f18	3313520b9a2a39b9635c6e0e7d05357dfc1a88aa597a87d454b36f86b7b48092	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
98	23	MASKED_TARGET	4	3	0	U07-0000000099_S08-0000000160	C0Rect2Set	DESCENDANT_PROBE_REJECTED	0	16676	9408797e2e6105d988e8a8964b5020094e4e7e0af771732c72322d5407f8c409	dd262bad46e3cbe2999d9659b39aa5cec8b47afb899c23f2dc2a4d87ccee698a	09726f05d0f0470adc1821f2441e0f3105f396a5781fedb8acfb097d4594f11c	366ca36222f13c18ec95e88598eb0805506eef5e2633d4e8cfb81a237cf42b2a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
99	23	MASKED_TARGET	4	3	1	U07-0000000099_S08-0000000161	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17497	34265e54407c6cfe3a76f9e8b86c96b6a7fc7a01d864a191c2125aee55788157	2fd402532c2f5bec3065bb81b5b0f962c2533a1bfbcb882cfa2f14f4c3080e2f	1d9ecbddd2bc0962bf682c20b8ea8aab9c1828b89e5ef8fd7961f83432a053a8	219396c3220b117ae76ba6e123350b21d93b073522cb5a73df59e17f53d7802a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
100	23	MASKED_TARGET	4	3	1	U07-0000000099_S08-0000000161	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16714	34265e54407c6cfe3a76f9e8b86c96b6a7fc7a01d864a191c2125aee55788157	2fd402532c2f5bec3065bb81b5b0f962c2533a1bfbcb882cfa2f14f4c3080e2f	ecb516da14756341a00543ae27102b1bc51753d834819b7e24ba4d92190ef050	e6b4c8e1c68c664bf211ff4253cb74ab3d1886a076cb90b97d975549ad6276f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
101	23	MASKED_TARGET	4	3	2	U07-0000000099_S08-0000000162	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17391	a2f1edc1cafefb6f052b9e06b53ddb9d7242512595d16f91ff42754897002a20	79c9500d903a04a3fc0e69015382f948a7052fe760e385199c41098078313974	1f17c3376f9e7a7e20556c41e9f052256537fe236ae3dad4c368756730a1c324	8f830a67d50535d7d456c0543586df15c03f6de2768f38097eb0d4c907d63793	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
102	23	MASKED_TARGET	4	3	2	U07-0000000099_S08-0000000162	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16700	a2f1edc1cafefb6f052b9e06b53ddb9d7242512595d16f91ff42754897002a20	79c9500d903a04a3fc0e69015382f948a7052fe760e385199c41098078313974	4bfb90206e754f57c94aab3cd0b0b89886b2e32f5af61e3e0afa977dd28dae17	09c23cb77cfc088e85f61747cf8ca726cd9b4f14d3b61bfd9860273ded209b13	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
103	23	MASKED_TARGET	4	3	3	U07-0000000099_S08-0000000163	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17426	a47b22a193deb96b294105995e5edf4ebfeb88d45fbc638e7256cbac6ed83338	9916be09cc12c7ca3b447c9fd1766030c0ad36b2083e8cce086ed70519d60a74	1c56df433c6858d332699b9cf70188b92178aa7e8b0ec4a838c16446819a50dd	4473c83bd856590d0fb95143cee2d3dfa2ede5005d6818af51b395d3372b77c5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
104	23	MASKED_TARGET	4	3	3	U07-0000000099_S08-0000000163	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16707	a47b22a193deb96b294105995e5edf4ebfeb88d45fbc638e7256cbac6ed83338	9916be09cc12c7ca3b447c9fd1766030c0ad36b2083e8cce086ed70519d60a74	2c37fccefccad1d8e1eb597dcfd146cb8642dbadc9d0f3e6d896c97920e825e9	a31c5c61c07921a0075629fd1b632010cf50822272775a83be496541e005a5db	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
105	23	MASKED_TARGET	4	3	4	U07-0000000099_S08-0000000164	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17401	736e8f8625d37b72d9b8e8d955fa50eb01e2a263566a952447eaaeedbf1b9c46	27dc70c0dbc8e8e67e8c41f3f239bb68d241f75d264ad4d4fa2048827b97ac7f	86dc8e9f635f455231f066e2f129e29cf3e7e1346085f7d4573345297463c56f	d10b9e1edb1f2206f757262c082a8b367d218c5a36e3c9b201ac469d4a440f13	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
106	23	MASKED_TARGET	4	3	4	U07-0000000099_S08-0000000164	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16722	736e8f8625d37b72d9b8e8d955fa50eb01e2a263566a952447eaaeedbf1b9c46	27dc70c0dbc8e8e67e8c41f3f239bb68d241f75d264ad4d4fa2048827b97ac7f	a6cbd46b39b37f084118e98fbc2def029206b783b5fcb6d782fb3afb98fb7214	58c689f263a62f049ce5fd994c2cd46e666f650756c1b5b0397dfcc4a46d02d9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
107	23	MASKED_TARGET	4	3	5	U07-0000000099_S08-0000000165	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17375	7623e1462dc703320bb03aa343a9b73cea7be9bae7d9e5b969ef59f7041c2e0f	ca9003130ddb0375db1c0f3908886bfcc08691c18559a743add024b018af3542	abfaff7e42796816ec9d18f86c4605d2c03c2edc5531a4704c5bbf6bf9684e15	57b41afa8d6c4294a9e327b122bb2aa5c328afe10354614d38783ce77bb1bcb5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
108	23	MASKED_TARGET	4	3	5	U07-0000000099_S08-0000000165	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16726	7623e1462dc703320bb03aa343a9b73cea7be9bae7d9e5b969ef59f7041c2e0f	ca9003130ddb0375db1c0f3908886bfcc08691c18559a743add024b018af3542	0cc7f905484c00f0541bfd827fab14388ce41a32206cf7f11af7088247b8429a	c59fabb8237d9f9401a63d8988973aa4ccef505c96a88fd9d26ce73f0d43c694	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
109	23	MASKED_TARGET	4	3	6	U07-0000000099_S08-0000000166	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17387	9317d71e440057198d67801bc2a4354eb8e9a1fddbadf36d6b8a49dab7d927f5	c1d518926513b50cee50da5e8cafedc24a65b87cb0a2226d35b12b1c12b08044	bd5fdfd6fb5c24547424976ebc173eccb16a4ffbeff225bf9ebc84f4f372a783	7766135c378c63bd8e65bc4c4e0ab47da7ecd838f91f545443ce6f234cffd657	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
110	23	MASKED_TARGET	4	3	6	U07-0000000099_S08-0000000166	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16703	9317d71e440057198d67801bc2a4354eb8e9a1fddbadf36d6b8a49dab7d927f5	c1d518926513b50cee50da5e8cafedc24a65b87cb0a2226d35b12b1c12b08044	ab305a3a4ae35990492aab74e99ebb351ab467ae4c7ec0fbcb51cbefc6f4b42c	cbabe859d7aca0ab0156206d9143ca5a8cb8664e7d3fab11300c92f883286a40	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
111	23	MASKED_TARGET	4	3	7	U07-0000000099_S08-0000000167	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17780	e94b57adf412a4e6d996cb8fde2ae7381f60277b3679beea7cb917d45f839c29	ba2952272fec4666175d5dd4ce328b8d303b33077ef5a890193e26c17e49b9bf	2a5559190fb1bafa4315c3a6cc65aa7ae1118313ca45ad50251d545380c3f167	1737d6d0262202131cdf84f6066f175b46b15bd7dc95ebd1ab0a7ae19a9b5a4d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
112	23	MASKED_TARGET	4	3	7	U07-0000000099_S08-0000000167	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16696	e94b57adf412a4e6d996cb8fde2ae7381f60277b3679beea7cb917d45f839c29	ba2952272fec4666175d5dd4ce328b8d303b33077ef5a890193e26c17e49b9bf	c9e575610d5a24d4edba188f6f8f15e22810aec1cbdc5fd6655c9f64fd4659b7	253c5c1cae0a23db4d4ca817e2c8a8236d8a7a6a1582d5cc547714d8ca7b069f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
113	23	MASKED_TARGET	4	3	8	U07-0000000099_S08-0000000168	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17423	1335bedf82c58300302d1739b35941938ca0995e56965f489dbb21539c04299b	621713a0d3f4c711aed6d6ef7331bd1908889be7e57952595486eceecf7ea968	26a2f466c0a31116592531e83c1013f84eba356fa5673d3d40c95191e27d073b	0ce3b12b49b13fc2a349b5d2003dfebd6c1c0eb5e8e65535f344ed804cbb4dc2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
114	23	MASKED_TARGET	4	3	8	U07-0000000099_S08-0000000168	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16677	1335bedf82c58300302d1739b35941938ca0995e56965f489dbb21539c04299b	621713a0d3f4c711aed6d6ef7331bd1908889be7e57952595486eceecf7ea968	947a1a7e0107f4cf1dea3ac6fd3e6471311f8ca2ca0f45f06380e568adeda025	ecf6917b7e30b4eff310f56bcabb66bd9e4a06dce9d793a1534653b6bc2d8727	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
115	23	MASKED_TARGET	4	3	9	U07-0000000099_S08-0000000169	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17423	69643aa7bdda7f076ff6c75904c3d24b12c062c006665872982ae64f78b1d297	140b17fc580efdb64b94e05059ffe2b8646d28b5fce0ce9d0aa17e3ef22a3444	464bfbb0b6b3e87f535a6b1f44a40561b9a2db583e114688e1100fb26491dae3	d33ba61aaa75c0b61c17a0070e70cb9b4eeb2550db8494c58a6b248e9db10841	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
116	23	MASKED_TARGET	4	3	9	U07-0000000099_S08-0000000169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16707	69643aa7bdda7f076ff6c75904c3d24b12c062c006665872982ae64f78b1d297	140b17fc580efdb64b94e05059ffe2b8646d28b5fce0ce9d0aa17e3ef22a3444	a5bfe8f678d1f2d25bee886a17386f570907792dac2ea45c38e9816aa3e9a59b	80f8b10d7866a39d88dfaccf451f101ba0ed14a900c7f37e5c8aaf6c7c534b39	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
117	23	MASKED_TARGET	4	3	10	U07-0000000099_S08-0000000170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17424	1f72aaed81f8fb839222cf1008a67ce49fa27ef74f36fbe57781a6559ba07a7b	0f0dabc0d9b73e695adb49c0dc432f2aa4cbbe30e54582de017855979b63c7dd	ed99750df013f3af5fdad9212aafd8d8b79b3d92f489e089524b0b1022abb605	3ece18852d5775257224a7c658a6c019644a483e5cf62317178709fccba39a9b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
118	23	MASKED_TARGET	4	3	10	U07-0000000099_S08-0000000170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16711	1f72aaed81f8fb839222cf1008a67ce49fa27ef74f36fbe57781a6559ba07a7b	0f0dabc0d9b73e695adb49c0dc432f2aa4cbbe30e54582de017855979b63c7dd	02240b2f38e972650eb544dcff1a8e0e38ac645212b1f06c1c727537dbea75f8	b1dcd1f000fa527357d38d0b668c4632de5cf9c8f6e0a0c355850ec73f663ee7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
119	23	MASKED_TARGET	4	3	11	U07-0000000099_S08-0000000171	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17441	d460fc56163874f8054f78be51e33abfe08f640dc901632a1661cfa00e3e98b7	ef5a8a1fd58006685bfaa35810b1cb7d6766b635f4cae9ac58ac09c453243a95	2b73e9b4cff2daeaf17e0c21d3da8433ef7349888331dfa5ab737bde1d032532	1855ded1adf8576a327eb08f97b64374d26748a64729aa3bd6be69bd5c2af7b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
120	23	MASKED_TARGET	4	3	11	U07-0000000099_S08-0000000171	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16701	d460fc56163874f8054f78be51e33abfe08f640dc901632a1661cfa00e3e98b7	ef5a8a1fd58006685bfaa35810b1cb7d6766b635f4cae9ac58ac09c453243a95	69b3d45a7f181efced65ce05412315a726d255f7ba094733dd848822d93553a0	89800095a7d59070f49de184b2ae30e9cc8b842bdc379208864046a28b56003b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
121	23	MASKED_TARGET	4	3	12	U07-0000000099_S08-0000000172	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17400	f19e9022ae8839f06446d5b8ab6a9beae0cd02da52dbb16167706e233d0dfda6	a3d10be274fb52ce80118626aba23630ec5343b8731a7bfcf86547e4955ba428	8fe4af549ea4d04e04ccf4fd9e18e0a86b96a77970e0218f0e0373b28e99e747	9dec0fa991d6717b659727fcc04ce181e56f8d58f3d8b116f0630d98e05a27c6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
122	23	MASKED_TARGET	4	3	12	U07-0000000099_S08-0000000172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16720	f19e9022ae8839f06446d5b8ab6a9beae0cd02da52dbb16167706e233d0dfda6	a3d10be274fb52ce80118626aba23630ec5343b8731a7bfcf86547e4955ba428	d10eadf531b6cae34d63aff32d77f8c35437aa835e4a3652339308415257bccd	74b5cbc625ab558dd8b64cea6a7fbcdc6e9d2601942faa56d1a9c5ac1b1e7494	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
123	23	MASKED_TARGET	4	3	13	U07-0000000099_S08-0000000173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17421	f5b2b42db973aea092721fdc5bf012f2a6eb489aa5ccb967c0380dcf976bd2c4	f4516b5a536af125a84c9d0656d5d7587ac55786c2b9aeb0944edb507de4a02f	1d37402d20f7793e9a900ec101c7bbd68b059954e867b4f7dd4f148dcc4a5815	7b5893f0a84a88177a8a542df55d95bf249997cd726787c51f8d82a296040c1c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
124	23	MASKED_TARGET	4	3	13	U07-0000000099_S08-0000000173	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16705	f5b2b42db973aea092721fdc5bf012f2a6eb489aa5ccb967c0380dcf976bd2c4	f4516b5a536af125a84c9d0656d5d7587ac55786c2b9aeb0944edb507de4a02f	5db8bb8336b055763bf2ac1b0eb1981ba9047d50c0f01db3a4b6987d79d4f685	0eedc4d5b0730a5eac6e29b4e63b1df07fc4aaa59ea3b456e2d0d435c131b9c1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
125	23	MASKED_TARGET	4	3	14	U07-0000000099_S08-0000000174	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17383	4ee381fd7ed4e8aa388f5e459ab0e7db9809675e4c94e366e9f4c3a9d9500831	d484436ff63518be236d23df7c7db3db60404413af2ca0251f5dbbc0beacae21	a9238dabb293a399d403fbc08f5c0013e75eddb39e76b500d362be81c0bd7170	c2c292e9aa8f8ec0dcaf2e6251aa183b9ed22e78aa74ecc7f5198087f1f96e65	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
126	23	MASKED_TARGET	4	3	14	U07-0000000099_S08-0000000174	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16715	4ee381fd7ed4e8aa388f5e459ab0e7db9809675e4c94e366e9f4c3a9d9500831	d484436ff63518be236d23df7c7db3db60404413af2ca0251f5dbbc0beacae21	110cfa7295e8c212ec7cf30a144057c801da58cd25af6167e6bd68ec497e7888	8daeb39b9ca7ac541b96bd104d8da8b380f5238ed0e4b761e996002076b26180	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
127	23	MASKED_TARGET	4	3	15	U07-0000000099_S08-0000000175	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17503	819935da14e464f8e8fa28cc1b3c3bc1b4ee485fd4d53c685627c2bcab2801e8	936b51a532603d4331cc1ca548d7ee11f2dc58755edf6b789216d9a249bb9dd1	a1b688b435c72bb4ff6f1cd3a4b04403ae1844dac1c18e4b7c851bb815d1bc0e	7024c9e8ffe4f6acf329d3bb89237b4ebec3e72e7bffb940b0784d9e62e60569	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
128	23	MASKED_TARGET	4	3	15	U07-0000000099_S08-0000000175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16784	819935da14e464f8e8fa28cc1b3c3bc1b4ee485fd4d53c685627c2bcab2801e8	936b51a532603d4331cc1ca548d7ee11f2dc58755edf6b789216d9a249bb9dd1	1ed498392dfdcba6fc6d631629fd9698c8eed8f4963c9a3e19774ab3e5853e71	64a680aeda86e172c60fa7aa5dee69d337e07292b52a8140259e04587f65ccee	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
129	23	MASKED_TARGET	4	4	0	U07-0000000100_S08-0000000160	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17413	19b983901a383d145fffd4932be24999755f48a0d059f6ba130ae36ed61aa29f	3299e0de9030398515dd1f4186c689c90ae65aa8b7814b37008017e370a348a5	c824ba997edcbd4e0c52db948f4c228210a47f1fac38a3f3b16a820f8d56f287	d1a0d939a22854f39e9c6e4f4371c494ddca0c23f6b5e6a3b246ac625c235a8d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
