# METHOD: git ls-files examples/**/*.sio; bin/souc check; Madaros default; cap 20s; workers 3. Pass = rc=0 and no failure token. Not a user-frontier claim. SHA 6f23dfe1dac1798602e171b4d70aa2a1cf3f0015. n=571.
# COUNTS polarity={'red': 326, 'pass-measured': 245} family={'parse': 100, 'pass': 245, 'unresolved': 168, 'type': 32, 'effects': 25, 'crash': 1} (families reclassified from first diagnostic; parse is parse-error only, not E00x)

path	has_main	family	polarity	measured	elapsed_sec	rc	capped	note
examples/epistemic/pk_curve_gum_to_csv.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/epistemic/pk_example.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/epistemic/policy_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/policy_demo::main at 263..292: use of undeclared variable
examples/epistemic/proptest_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/proptest_demo::main at 366..399: use of undeclared variable
examples/epistemic/prov_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/prov_demo::main at 257..279: use of undeclared variable
examples/epistemic/refutation_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/refutation_demo::main at 1102..1121: use of undeclared variable
examples/epistemic/rk4_correlated_uncertainty.sio	1	type	red	yes	1	1	no	error[E019] in epistemic/rk4_correlated_uncertainty::ni_f1 at 0..2016: method calls are not supported for this type
examples/epistemic/roi_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/roi_demo::main at 254..277: use of undeclared variable
examples/epistemic/rupture_claims_verified.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/epistemic/slsa_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/slsa_demo::main at 257..280: use of undeclared variable
examples/epistemic/sobol_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/sobol_demo::main at 260..279: use of undeclared variable
examples/epistemic/stats_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/stats_demo::main at 455..467: use of undeclared variable
examples/epistemic/traceability_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic/traceability_demo::main at 281..305: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_exposure_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_exposure_driver::main at 1752..1769: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_exposure_import_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_exposure_import_driver::main at 2163..2180: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_import_auc_thalf_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_import_auc_thalf_driver::main at 1591..1608: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_import_auct_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_import_auct_driver::main at 1134..1151: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_import_cmax_driver.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/epistemic_fo_second_order/fo_pk_import_fss_driver.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/epistemic_fo_second_order/fo_pk_import_ld_driver.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/epistemic_fo_second_order/fo_pk_import_method_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_import_method_driver::main at 1804..1821: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_import_mrt_driver.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/epistemic_fo_second_order/fo_pk_import_ptr_driver.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/epistemic_fo_second_order/fo_pk_import_rac_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_import_rac_driver::main at 1439..1456: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_auc_thalf_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_auc_thalf_driver::main at 2365..2382: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_auct_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_auct_driver::main at 1402..1419: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_cmax_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_cmax_driver::main at 2309..2326: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_fss_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_fss_driver::main at 1413..1430: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_ld_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_ld_driver::main at 1585..1602: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_method_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_method_driver::main at 2499..2516: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_mrt_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_mrt_driver::main at 1307..1324: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_multidose_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_multidose_driver::main at 2258..2275: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_ptr_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_ptr_driver::main at 1238..1255: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_rac_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_rac_driver::main at 1661..1678: use of undeclared variable
examples/epistemic_fo_second_order/fo_pk_struct_rho_tau_driver.sio	1	unresolved	red	yes	1	1	no	error[E137] in epistemic_fo_second_order/fo_pk_struct_rho_tau_driver::main at 2259..2268: use of undeclared variable
examples/equivalence_theory/lean_obligation_demo.sio	0	type	red	yes	1	1	no	error[E004] in equivalence_theory/lean_obligation_demo::diff1_cross_frame at 0..609: these types cannot be combined with this operator
examples/erdos/168_c5_flip.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_c5_flip::add_2col at 2294..2308: use of undeclared variable
examples/erdos/168_c5_flip_loose.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_c5_flip_loose::add_2col at 1211..1225: use of undeclared variable
examples/erdos/168_c_chi3_search.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_c_chi3_search::add_3col at 3040..3054: use of undeclared variable
examples/erdos/168_chromatic_flip.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_chromatic_flip::add_2col_edges at 2159..2173: use of undeclared variable
examples/erdos/168_cross_half_flip.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_cross_half_flip::add_2col_n at 2572..2586: use of undeclared variable
examples/erdos/168_edge_map.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_edge_map::main at 1817..1829: use of undeclared variable
examples/erdos/168_edge_map3.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_edge_map3::main at 1337..1349: use of undeclared variable
examples/erdos/168_edge_map3_signed.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_edge_map3_signed::add_2col at 3069..3083: use of undeclared variable
examples/erdos/168_k4_full_check.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_k4_full_check::main at 1021..1033: use of undeclared variable
examples/erdos/168_k6_escape.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_k6_escape::main at 1307..1319: use of undeclared variable
examples/erdos/168_kgraph_coloring_test.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_kgraph_coloring_test::set_kn at 888..899: use of undeclared variable
examples/erdos/168_moser_a.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/erdos/168_orbit_chi.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_orbit_chi::add_2col_n at 2023..2037: use of undeclared variable
examples/erdos/168_orbit_chi6_proof.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_orbit_chi6_proof::build_orbit at 2259..2270: use of undeclared variable
examples/erdos/168_orbit_exact_chi.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_orbit_exact_chi::build_orbit at 1824..1835: use of undeclared variable
examples/erdos/168_orbit_zd_pairs.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_orbit_zd_pairs::build_orbit_pair at 1709..1720: use of undeclared variable
examples/erdos/168_regime_a1.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_regime_a1::add_edge_clauses14 at 3705..3719: use of undeclared variable
examples/erdos/168_regime_chromatic_probe.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/erdos/168_zd_regime_a2.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/168_zd_regime_a2::main at 3268..3279: use of undeclared variable
examples/erdos/cdcl_fast.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/cdcl_proof.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/degrey_chi5.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/degrey_chi5_fast.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/degrey_fieldtower.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/degrey_fragment_q3q11.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/erdos/degrey_geometry.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/degrey_q3q11_spindle.sio	1	effects	red	yes	1	1	no	error[E035] in erdos/degrey_q3q11_spindle::main at 0..11216: effect not declared in function signature (missing: Div) -- required by `sat_kcolorable`
examples/erdos/dpll_scale_wall.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/erdos90_cubic_tower_base.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/erdos90_repcount_engine.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/moser_zd_probe.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/erdos/native_sat_scale_demo.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. run_chec
examples/erdos/nsat_smoke.sio	1	unresolved	red	yes	1	1	no	error[E137] in erdos/nsat_smoke::add_coloring at 3170..3182: use of undeclared variable
examples/erdos/reproducer_madaros_codegen_2026-06-16g.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/sat_proof_kernel.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/souc_sat.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/erdos/spindle_proof_cert.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/flow_viz/main.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/stdlib/graphics/surface.sio
examples/fmri/atlas_demo.sio	1	parse	red	yes	1	1	no	parse error: expected token at line 34:21 expected=187 actual=123
examples/fmri/connectivity_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fmri/connectivity_demo::test_pearson_perfect at 579..591: use of undeclared variable
examples/fmri/connectivity_epistemic_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fmri/connectivity_epistemic_demo::test_pearson at 553..572: use of undeclared variable
examples/fmri/nifti_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fmri/nifti_demo::test_array_stats at 385..397: use of undeclared variable
examples/fmri/pipeline_demo.sio	1	unresolved	red	yes	1	1	no	error[E015] in fmri/pipeline_demo::test_fd_calculation at 277..355: unknown struct type
examples/fmri/preprocess_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fmri/preprocess_demo::test_fd_calc at 375..382: use of undeclared variable
examples/fractal/curvature_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fractal/curvature_demo::compute_angle at 366..373: use of undeclared variable
examples/fractal/dimension_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fractal/dimension_demo::main at 372..375: use of undeclared variable
examples/fractal/entropy_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fractal/entropy_demo::main at 354..357: use of undeclared variable
examples/fractal/gpu/box_counting_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/fractal/gpu/box_counting_demo.sio
examples/fractal/gpu/mod_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in gpu/mod_demo::main at 660..676: use of undeclared variable
examples/fractal/kec_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fractal/kec_demo::extract_pore_sizes at 309..312: use of undeclared variable
examples/fractal/lacunarity_demo.sio	1	unresolved	red	yes	1	1	no	error[E019] in fractal/lacunarity_demo::gliding_box_lacunarity at 0..405: method calls are not supported for this type
examples/fractal/mod_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/fractal/mod_demo.sio
examples/fractal/multifractal_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/fractal/multifractal_demo.sio
examples/fusion/eeg_fmri_demo.sio	1	unresolved	red	yes	1	1	no	error[E137] in fusion/eeg_fmri_demo::test_hrf at 338..358: use of undeclared variable
examples/gpu/fft_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/gpu/fft_demo.sio
examples/gpu/mod_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/gpu/mod_demo.sio
examples/gpu/smooth_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/gpu/smooth_demo.sio
examples/gpu/stats_demo.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/gpu/stats_demo.sio
examples/gpu/vec_add.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/grand_challenges/euler_line.sio	1	type	red	yes	1	1	no	error[E019] in grand_challenges/euler_line::main at 0..1707: method calls are not supported for this type
examples/grand_challenges/toxic_peak.sio	1	type	red	yes	1	1	no	error[E019] in grand_challenges/toxic_peak::main at 0..1227: method calls are not supported for this type
examples/grand_challenges/turbulence.sio	1	type	red	yes	1	1	no	error[E019] in grand_challenges/turbulence::main at 0..1456: method calls are not supported for this type
examples/graph/coherence_demo.sio	1	unresolved	red	yes	1	1	no	error[E019] in graph/coherence_demo::main at 0..436: method calls are not supported for this type
examples/graph/curvature_demo.sio	1	unresolved	red	yes	1	1	no	error[E019] in graph/curvature_demo::main at 0..343: method calls are not supported for this type
examples/graph/entropy_demo.sio	1	unresolved	red	yes	1	1	no	error[E019] in graph/entropy_demo::main at 0..395: method calls are not supported for this type
examples/graph/multi_module_demo.sio	1	type	red	yes	1	1	no	error[E019] in graph/multi_module_demo::build_test_graph at 0..727: method calls are not supported for this type
examples/graphics/demos/phase1_showcase.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/graphics/demos/phase2_showcase.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/graphics/demos/phase3_showcase.sio	1	unresolved	red	yes	1	1	no	warning[E-SRB-000]: examples/graphics/demos/phase3_showcase.sio closure parser incomplete: raw AST edge references an undeclared node
examples/graphics/demos/phase4_showcase.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/graphics/demos/phase4_showcase.sio
examples/graphics/demos/phase5_showcase.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/graphics/demos/phase5_showcase.sio
examples/graphics/demos/phase6_showcase.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/graphics/demos/phase6_showcase.sio
examples/graphics/demos/phase7_showcase.sio	1	parse	red	yes	1	1	no	run_check_mode: module failed to parse: /workspace/.wt/cursor-2/examples/graphics/demos/phase7_showcase.sio
examples/graphics/lib/00_canvas.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/graphics/lib/00_canvas_simple.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/graphics/lib/01_colors.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
examples/graphics/lib/02_drawing.sio	1	pass	pass-measured	yes	1	0	no	Madaros v0.80.0 -- the Sounio self-hosted compiler the bare highland that does not negotiate with ill-formed code -- Sfakia, Crete Horizon 3: self-hosted primary compiler. check: O
