epoch	t_rel_s	assoc
0	-89.843750	1.6801650000
1	-89.531250	3.5541680000
2	-89.218750	3.1378720000
3	-88.906250	2.2850930000
4	-88.593750	5.2887820000
5	-88.281250	7.5854290000
6	-87.968750	5.2546010000
7	-87.656250	11.1714440000
8	-87.343750	5.4184040000
9	-87.031250	7.6215710000
10	-86.718750	4.8412330000
11	-86.406250	3.5712370000
12	-86.093750	2.9594520000
13	-85.781250	3.2201010000
14	-85.468750	3.5912420000
15	-85.156250	3.5678570000
16	-84.843750	3.8349580000
17	-84.531250	3.7253270000
18	-84.218750	6.8678250000
19	-83.906250	10.3222710000
20	-83.593750	7.0068940000
21	-83.281250	7.0233880000
22	-82.968750	3.2774470000
23	-82.656250	5.1141480000
24	-82.343750	4.0339930000
25	-82.031250	2.2434910000
26	-81.718750	1.6906890000
27	-81.406250	1.8732480000
28	-81.093750	3.0675440000
29	-80.781250	3.1689410000
30	-80.468750	1.3038810000
31	-80.156250	1.4467860000
32	-79.843750	2.8152000000
33	-79.531250	2.5430160000
34	-79.218750	2.4836590000
35	-78.906250	1.6203090000
36	-78.593750	2.4467810000
37	-78.281250	2.0599230000
38	-77.968750	4.9868250000
39	-77.656250	1.8474530000
40	-77.343750	2.4188830000
41	-77.031250	2.0687100000
42	-76.718750	2.4514880000
43	-76.406250	2.3234120000
44	-76.093750	1.8366860000
45	-75.781250	1.8780520000
46	-75.468750	1.7119990000
47	-75.156250	2.0212890000
48	-74.843750	2.0897030000
49	-74.531250	1.7655270000
50	-74.218750	1.7031830000
51	-73.906250	4.2281230000
52	-73.593750	3.9177570000
53	-73.281250	2.0312870000
54	-72.968750	1.6842140000
55	-72.656250	2.4587190000
56	-72.343750	1.3742310000
57	-72.031250	1.6771330000
58	-71.718750	3.0277080000
59	-71.406250	2.3020210000
60	-71.093750	2.8955680000
61	-70.781250	2.3927190000
62	-70.468750	2.3288580000
63	-70.156250	1.5293900000
64	-69.843750	1.3969610000
65	-69.531250	1.2927060000
66	-69.218750	1.3955140000
67	-68.906250	1.6061750000
68	-68.593750	1.1908830000
69	-68.281250	1.2391920000
70	-67.968750	3.7370330000
71	-67.656250	8.4515300000
72	-67.343750	5.6200530000
73	-67.031250	4.3095880000
74	-66.718750	3.8481230000
75	-66.406250	3.2362860000
76	-66.093750	2.8625180000
77	-65.781250	2.6235840000
78	-65.468750	4.4391590000
79	-65.156250	3.1165100000
80	-64.843750	3.1353860000
81	-64.531250	2.8261590000
82	-64.218750	2.8607080000
83	-63.906250	2.5689300000
84	-63.593750	2.2992850000
85	-63.281250	2.1160770000
86	-62.968750	2.2506490000
87	-62.656250	2.1004500000
88	-62.343750	2.3742480000
89	-62.031250	1.6530710000
90	-61.718750	1.7624870000
91	-61.406250	1.7802590000
92	-61.093750	3.5914310000
93	-60.781250	2.6332920000
94	-60.468750	3.2099270000
95	-60.156250	8.9591330000
96	-59.843750	8.3426840000
97	-59.531250	5.5838700000
98	-59.218750	8.9945150000
99	-58.906250	4.2091810000
100	-58.593750	3.5742460000
101	-58.281250	2.7926780000
102	-57.968750	2.8146300000
103	-57.656250	2.1377950000
104	-57.343750	2.0389120000
105	-57.031250	1.9763500000
106	-56.718750	1.9007530000
107	-56.406250	1.7031750000
108	-56.093750	2.2263840000
109	-55.781250	4.1192740000
110	-55.468750	1.8375150000
111	-55.156250	1.8601410000
112	-54.843750	1.7277330000
113	-54.531250	1.6814460000
114	-54.218750	1.7196100000
115	-53.906250	3.1463940000
116	-53.593750	2.7315380000
117	-53.281250	1.5814010000
118	-52.968750	1.9184970000
119	-52.656250	1.8622880000
120	-52.343750	2.3398220000
121	-52.031250	1.6644670000
122	-51.718750	1.6811860000
123	-51.406250	1.8783800000
124	-51.093750	1.7422670000
125	-50.781250	5.3061550000
126	-50.468750	9.5921130000
127	-50.156250	5.2944260000
128	-49.843750	7.9133250000
129	-49.531250	3.0438130000
130	-49.218750	2.4397440000
131	-48.906250	1.7917840000
132	-48.593750	3.8387650000
133	-48.281250	1.9476240000
134	-47.968750	3.0404270000
135	-47.656250	3.2866940000
136	-47.343750	1.5432220000
137	-47.031250	1.6426660000
138	-46.718750	1.8503830000
139	-46.406250	1.6115760000
140	-46.093750	2.0429340000
141	-45.781250	1.8577750000
142	-45.468750	1.6190640000
143	-45.156250	2.0442690000
144	-44.843750	1.8073580000
145	-44.531250	1.6454190000
146	-44.218750	1.6951050000
147	-43.906250	1.7396730000
148	-43.593750	1.3779760000
149	-43.281250	1.6642380000
150	-42.968750	1.5260880000
151	-42.656250	1.3351670000
152	-42.343750	1.4174960000
153	-42.031250	1.5495720000
154	-41.718750	1.4852640000
155	-41.406250	1.4733410000
156	-41.093750	1.5321600000
157	-40.781250	1.5967170000
158	-40.468750	1.7107610000
159	-40.156250	1.5878170000
160	-39.843750	1.4489230000
161	-39.531250	2.7847230000
162	-39.218750	2.4234780000
163	-38.906250	1.4224960000
164	-38.593750	1.3345640000
165	-38.281250	1.6665910000
166	-37.968750	1.5783860000
167	-37.656250	1.5123540000
168	-37.343750	1.4987360000
169	-37.031250	1.4385480000
170	-36.718750	1.5345450000
171	-36.406250	1.5776740000
172	-36.093750	1.6751890000
173	-35.781250	1.5453970000
174	-35.468750	1.4899470000
175	-35.156250	1.4660420000
176	-34.843750	1.4655430000
177	-34.531250	1.7797240000
178	-34.218750	1.6077280000
179	-33.906250	3.1850700000
180	-33.593750	2.3596230000
181	-33.281250	1.4537070000
182	-32.968750	1.4915280000
183	-32.656250	1.5305140000
184	-32.343750	1.6587180000
185	-32.031250	1.4890420000
186	-31.718750	1.5370870000
187	-31.406250	1.4889800000
188	-31.093750	1.3829830000
189	-30.781250	1.5724580000
190	-30.468750	1.7464060000
191	-30.156250	1.6542510000
192	-29.843750	1.6682370000
193	-29.531250	4.1158360000
194	-29.218750	9.1092200000
195	-28.906250	3.9342790000
196	-28.593750	2.3917040000
197	-28.281250	2.3426130000
198	-27.968750	2.6674930000
199	-27.656250	3.8754320000
200	-27.343750	1.8590250000
201	-27.031250	1.7795370000
202	-26.718750	5.3502150000
203	-26.406250	6.4829430000
204	-26.093750	3.1436240000
205	-25.781250	2.0493270000
206	-25.468750	1.7947300000
207	-25.156250	1.7520470000
208	-24.843750	1.6709710000
209	-24.531250	1.7980730000
210	-24.218750	1.6400160000
211	-23.906250	1.7482570000
212	-23.593750	1.7673140000
213	-23.281250	1.8481250000
214	-22.968750	1.7144730000
215	-22.656250	1.6548600000
216	-22.343750	1.5454700000
217	-22.031250	1.7622410000
218	-21.718750	1.5160920000
219	-21.406250	1.6466480000
220	-21.093750	1.6801620000
221	-20.781250	1.6876090000
222	-20.468750	8.7378990000
223	-20.156250	3.4256860000
224	-19.843750	2.3487240000
225	-19.531250	2.5398300000
226	-19.218750	4.1280830000
227	-18.906250	8.4850950000
228	-18.593750	3.7227460000
229	-18.281250	2.5261270000
230	-17.968750	1.8355350000
231	-17.656250	1.6792000000
232	-17.343750	1.5308410000
233	-17.031250	3.2957520000
234	-16.718750	1.5807140000
235	-16.406250	1.7535300000
236	-16.093750	1.8538630000
237	-15.781250	1.5922100000
238	-15.468750	1.6803590000
239	-15.156250	1.7094270000
240	-14.843750	3.3780310000
241	-14.531250	2.0118470000
242	-14.218750	1.7828310000
243	-13.906250	1.6173900000
244	-13.593750	1.5354650000
245	-13.281250	1.5449140000
246	-12.968750	1.2943030000
247	-12.656250	1.4991170000
248	-12.343750	1.4587520000
249	-12.031250	1.3492510000
250	-11.718750	1.4310330000
251	-11.406250	1.9567270000
252	-11.093750	4.2030530000
253	-10.781250	5.5860310000
254	-10.468750	8.4119720000
255	-10.156250	3.5537800000
256	-9.843750	2.9965070000
257	-9.531250	2.7307120000
258	-9.218750	4.1048390000
259	-8.906250	3.5951990000
260	-8.593750	7.7549970000
261	-8.281250	6.6576650000
262	-7.968750	4.3559710000
263	-7.656250	5.3604200000
264	-7.343750	8.4775080000
265	-7.031250	7.7664480000
266	-6.718750	7.0647600000
267	-6.406250	4.3427570000
268	-6.093750	2.2551080000
269	-5.781250	1.7004500000
270	-5.468750	1.7349740000
271	-5.156250	1.8559200000
272	-4.843750	3.1484890000
273	-4.531250	4.4239930000
274	-4.218750	4.8169910000
275	-3.906250	9.7649040000
276	-3.593750	3.6506600000
277	-3.281250	2.8805790000
278	-2.968750	2.2671960000
279	-2.656250	1.8051920000
280	-2.343750	2.0797930000
281	-2.031250	1.7384330000
282	-1.718750	1.7127310000
283	-1.406250	1.3759030000
284	-1.093750	2.7145830000
285	-0.781250	3.1214230000
286	-0.468750	3.7323070000
287	-0.156250	4.8489810000
288	0.156250	2.5784400000
289	0.468750	2.2168720000
290	0.781250	5.1666580000
291	1.093750	6.9430430000
292	1.406250	3.3963010000
293	1.718750	3.9994310000
294	2.031250	6.1495180000
295	2.343750	9.4768380000
296	2.656250	4.7893400000
297	2.968750	6.9503480000
298	3.281250	8.6288500000
299	3.593750	5.1089850000
300	3.906250	4.2779420000
301	4.218750	4.9072630000
302	4.531250	4.8504370000
303	4.843750	6.2003190000
304	5.156250	7.4761180000
305	5.468750	8.8706140000
306	5.781250	7.6481450000
307	6.093750	5.8416780000
308	6.406250	6.0106640000
309	6.718750	8.9133650000
310	7.031250	8.7440420000
311	7.343750	5.9727690000
312	7.656250	8.1601140000
313	7.968750	6.1850940000
314	8.281250	5.9936410000
315	8.593750	7.4134860000
316	8.906250	9.0681990000
317	9.218750	9.6563840000
318	9.531250	6.0193590000
319	9.843750	7.8140770000
320	10.156250	6.2208860000
321	10.468750	9.7515700000
322	10.781250	9.8085900000
323	11.093750	8.2707600000
324	11.406250	7.5435390000
325	11.718750	8.0457240000
326	12.031250	10.1930280000
327	12.343750	8.2865410000
328	12.656250	6.5894020000
329	12.968750	6.0536970000
330	13.281250	9.1907530000
331	13.593750	8.0726170000
332	13.906250	9.6961030000
333	14.218750	7.0510970000
334	14.531250	6.9313490000
335	14.843750	6.6701830000
336	15.156250	8.3965960000
337	15.468750	6.8010580000
338	15.781250	5.8965570000
339	16.093750	6.9189650000
340	16.406250	7.5787020000
341	16.718750	7.1248210000
342	17.031250	7.0254420000
343	17.343750	8.2783740000
344	17.656250	8.9333780000
345	17.968750	9.3283780000
346	18.281250	11.6356170000
347	18.593750	8.5983620000
348	18.906250	7.0192000000
349	19.218750	9.4546470000
350	19.531250	6.3700480000
351	19.843750	7.4308990000
352	20.156250	8.0607320000
353	20.468750	7.0656710000
354	20.781250	9.0950550000
355	21.093750	6.5008060000
356	21.406250	8.1372070000
357	21.718750	7.9452380000
358	22.031250	7.3726120000
359	22.343750	7.1118170000
360	22.656250	7.4322540000
361	22.968750	7.5767530000
362	23.281250	6.9124820000
363	23.593750	8.1613370000
364	23.906250	9.5688710000
365	24.218750	8.1857920000
366	24.531250	10.3697330000
367	24.843750	9.7019340000
368	25.156250	9.9361540000
369	25.468750	9.7928440000
370	25.781250	9.4020620000
371	26.093750	10.7693810000
372	26.406250	9.1906690000
373	26.718750	10.1318840000
374	27.031250	8.3956090000
375	27.343750	10.2896260000
376	27.656250	8.1917740000
377	27.968750	8.4011950000
