epoch	t_rel_s	assoc
0	-89.843750	4.2950960000
1	-89.531250	4.6249660000
2	-89.218750	4.2655590000
3	-88.906250	4.5743800000
4	-88.593750	3.9777200000
5	-88.281250	3.1854130000
6	-87.968750	3.4103560000
7	-87.656250	3.3067110000
8	-87.343750	3.7090660000
9	-87.031250	3.1723860000
10	-86.718750	4.3269500000
11	-86.406250	7.8715500000
12	-86.093750	8.6368200000
13	-85.781250	6.9064360000
14	-85.468750	5.4370970000
15	-85.156250	4.1632200000
16	-84.843750	3.7931880000
17	-84.531250	3.3922750000
18	-84.218750	3.2334730000
19	-83.906250	2.7968690000
20	-83.593750	3.3518300000
21	-83.281250	3.4654280000
22	-82.968750	3.8453490000
23	-82.656250	2.9864670000
24	-82.343750	3.0672220000
25	-82.031250	2.4831230000
26	-81.718750	1.5369060000
27	-81.406250	1.7145410000
28	-81.093750	2.0577600000
29	-80.781250	6.1610870000
30	-80.468750	3.3698510000
31	-80.156250	2.9859730000
32	-79.843750	3.1092190000
33	-79.531250	2.5788050000
34	-79.218750	2.6664100000
35	-78.906250	2.1863290000
36	-78.593750	2.0626040000
37	-78.281250	2.6015740000
38	-77.968750	2.9057200000
39	-77.656250	3.8405650000
40	-77.343750	2.7950620000
41	-77.031250	3.7745720000
42	-76.718750	3.1231240000
43	-76.406250	3.8764540000
44	-76.093750	9.5208670000
45	-75.781250	4.9133110000
46	-75.468750	2.7225330000
47	-75.156250	2.3758070000
48	-74.843750	3.4045800000
49	-74.531250	4.1805940000
50	-74.218750	5.9034180000
51	-73.906250	4.2516350000
52	-73.593750	4.1239100000
53	-73.281250	2.2397900000
54	-72.968750	3.5761600000
55	-72.656250	3.5311830000
56	-72.343750	3.0972530000
57	-72.031250	3.0253540000
58	-71.718750	8.0349470000
59	-71.406250	11.2607510000
60	-71.093750	5.4366090000
61	-70.781250	4.7148570000
62	-70.468750	3.5524150000
63	-70.156250	3.8272930000
64	-69.843750	3.2784350000
65	-69.531250	4.1981040000
66	-69.218750	3.1920830000
67	-68.906250	3.2478160000
68	-68.593750	2.8434270000
69	-68.281250	2.2274240000
70	-67.968750	2.8901770000
71	-67.656250	3.2514440000
72	-67.343750	2.6006280000
73	-67.031250	3.2388040000
74	-66.718750	3.0901510000
75	-66.406250	2.9357190000
76	-66.093750	2.7256080000
77	-65.781250	2.7405980000
78	-65.468750	5.7055470000
79	-65.156250	7.3943960000
80	-64.843750	9.2049360000
81	-64.531250	9.5306050000
82	-64.218750	10.3496740000
83	-63.906250	10.7011610000
84	-63.593750	9.6702560000
85	-63.281250	10.2084010000
86	-62.968750	8.7607980000
87	-62.656250	8.1018760000
88	-62.343750	6.9286010000
89	-62.031250	6.5060130000
90	-61.718750	5.9833470000
91	-61.406250	5.8318720000
92	-61.093750	5.2547100000
93	-60.781250	5.5038920000
94	-60.468750	7.4050710000
95	-60.156250	13.5118440000
96	-59.843750	6.8612140000
97	-59.531250	3.6912910000
98	-59.218750	3.2394830000
99	-58.906250	3.2297000000
100	-58.593750	3.4674100000
101	-58.281250	3.6825360000
102	-57.968750	3.2401650000
103	-57.656250	3.2625120000
104	-57.343750	5.1935960000
105	-57.031250	7.4002700000
106	-56.718750	11.5518740000
107	-56.406250	4.1784180000
108	-56.093750	3.9260900000
109	-55.781250	3.8392600000
110	-55.468750	4.1307620000
111	-55.156250	3.9252880000
112	-54.843750	3.3395800000
113	-54.531250	3.5318800000
114	-54.218750	3.3335720000
115	-53.906250	4.0204850000
116	-53.593750	3.7842670000
117	-53.281250	4.2230580000
118	-52.968750	3.7937380000
119	-52.656250	3.6684070000
120	-52.343750	3.7083650000
121	-52.031250	3.4710020000
122	-51.718750	3.6370190000
123	-51.406250	3.3318980000
124	-51.093750	3.2986650000
125	-50.781250	3.7621820000
126	-50.468750	3.7177320000
127	-50.156250	3.3698940000
128	-49.843750	3.2911290000
129	-49.531250	3.6500000000
