epoch	t_rel_s	assoc
0	-89.843750	2.5611500000
1	-89.531250	2.1453240000
2	-89.218750	1.4345480000
3	-88.906250	1.1675000000
4	-88.593750	1.0147750000
5	-88.281250	0.9285840000
6	-87.968750	1.3885720000
7	-87.656250	1.1802830000
8	-87.343750	1.2221260000
9	-87.031250	1.6243580000
10	-86.718750	1.2765640000
11	-86.406250	1.5842780000
12	-86.093750	1.1362970000
13	-85.781250	1.2076050000
14	-85.468750	1.2327920000
15	-85.156250	1.1422980000
16	-84.843750	1.7403120000
17	-84.531250	0.9540820000
18	-84.218750	1.2684590000
19	-83.906250	1.0055880000
20	-83.593750	1.0196680000
21	-83.281250	1.5263080000
22	-82.968750	1.8456290000
23	-82.656250	1.8394420000
24	-82.343750	1.5095950000
25	-82.031250	1.1571670000
26	-81.718750	1.3434930000
27	-81.406250	1.5812140000
28	-81.093750	1.0658240000
29	-80.781250	0.9436730000
30	-80.468750	1.4062650000
31	-80.156250	1.0400190000
32	-79.843750	1.0346980000
33	-79.531250	1.0591410000
34	-79.218750	1.2678400000
35	-78.906250	1.3637590000
36	-78.593750	1.0750280000
37	-78.281250	1.5939960000
38	-77.968750	1.3176940000
39	-77.656250	2.2714190000
40	-77.343750	1.7360750000
41	-77.031250	1.3496420000
42	-76.718750	1.0513250000
43	-76.406250	1.1158180000
44	-76.093750	0.9638140000
45	-75.781250	1.0285240000
46	-75.468750	0.7965850000
47	-75.156250	0.8549640000
48	-74.843750	1.0848010000
49	-74.531250	1.3110870000
50	-74.218750	1.6384220000
51	-73.906250	1.5161050000
52	-73.593750	1.1770730000
53	-73.281250	1.4582450000
54	-72.968750	1.5637310000
55	-72.656250	1.1506170000
56	-72.343750	1.4462010000
57	-72.031250	1.4903270000
58	-71.718750	1.8339560000
59	-71.406250	1.8141590000
60	-71.093750	1.3265090000
61	-70.781250	1.0232080000
62	-70.468750	2.3524340000
63	-70.156250	1.3993970000
64	-69.843750	1.3527470000
65	-69.531250	1.3667140000
66	-69.218750	0.9324980000
67	-68.906250	0.9334760000
68	-68.593750	1.3266810000
69	-68.281250	1.5316180000
70	-67.968750	1.0414530000
71	-67.656250	1.3830270000
72	-67.343750	1.3476790000
73	-67.031250	1.4404160000
74	-66.718750	1.0726720000
75	-66.406250	1.1726240000
76	-66.093750	1.0811300000
77	-65.781250	3.2820700000
78	-65.468750	2.1074240000
79	-65.156250	1.2875360000
80	-64.843750	1.5923640000
81	-64.531250	1.1407690000
82	-64.218750	1.0443970000
83	-63.906250	1.6728420000
84	-63.593750	2.6478340000
85	-63.281250	1.3905190000
86	-62.968750	1.5461440000
87	-62.656250	1.1222320000
88	-62.343750	1.6261420000
89	-62.031250	1.4509730000
90	-61.718750	0.9003100000
91	-61.406250	1.1752720000
92	-61.093750	1.0064040000
93	-60.781250	1.6734470000
94	-60.468750	1.1673730000
95	-60.156250	0.9206810000
96	-59.843750	1.5157820000
97	-59.531250	1.0567150000
98	-59.218750	2.8729190000
99	-58.906250	1.0746110000
100	-58.593750	1.5691040000
101	-58.281250	1.9670430000
102	-57.968750	1.0268720000
103	-57.656250	1.5771560000
104	-57.343750	0.8770130000
105	-57.031250	1.3175410000
106	-56.718750	1.0353030000
107	-56.406250	1.3819580000
108	-56.093750	1.5616680000
109	-55.781250	1.5597130000
110	-55.468750	1.3169690000
111	-55.156250	0.9059600000
112	-54.843750	0.9657480000
113	-54.531250	1.3242740000
114	-54.218750	1.8899130000
115	-53.906250	1.8184210000
116	-53.593750	1.5025980000
117	-53.281250	1.7234170000
118	-52.968750	1.1098630000
119	-52.656250	1.3270440000
120	-52.343750	1.0561600000
121	-52.031250	0.9774430000
122	-51.718750	1.1037880000
123	-51.406250	1.4527890000
124	-51.093750	1.5013040000
125	-50.781250	1.4388750000
126	-50.468750	1.2410650000
127	-50.156250	1.4160040000
128	-49.843750	1.5800900000
129	-49.531250	1.1093690000
130	-49.218750	1.0613940000
131	-48.906250	1.3633180000
132	-48.593750	1.0920260000
133	-48.281250	2.2235410000
134	-47.968750	1.8410650000
135	-47.656250	2.4499640000
136	-47.343750	1.4945460000
137	-47.031250	0.8343100000
138	-46.718750	0.9338430000
139	-46.406250	1.5375730000
140	-46.093750	1.6811080000
141	-45.781250	1.5488040000
142	-45.468750	1.3831790000
143	-45.156250	1.5728510000
