Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.856912,0.838152,0.792555,0.770823,0.783112,0.705727,0.747939,0.587982,0.605521,0.879532,0.792585,0.640372,0.661887,0.758948,0.595797,0.809796,0.699275,0.657257,0.689486,0.785885,0.686470,0.735619,0.743456,0.827189,0.661161,0.765233,0.706168,0.602647,0.685002,0.842755,0.722568
0.856912,1.000000,0.785189,0.826462,0.725340,0.737123,0.693666,0.691121,0.550138,0.565953,0.780814,0.786397,0.579671,0.603124,0.758836,0.562431,0.892423,0.736002,0.688560,0.647038,0.777908,0.716613,0.755178,0.674750,0.754336,0.615579,0.766864,0.645034,0.571138,0.713859,0.758407,0.776705
0.838152,0.785189,1.000000,0.870137,0.866438,0.822208,0.797143,0.754880,0.638951,0.654128,0.944545,0.858560,0.699796,0.695219,0.852362,0.653601,0.831762,0.762414,0.733224,0.720413,0.874294,0.766153,0.835102,0.760019,0.917824,0.723373,0.852114,0.733398,0.607317,0.763103,0.845662,0.713697
0.792555,0.826462,0.870137,1.000000,0.777385,0.864497,0.727140,0.742064,0.595732,0.630016,0.839641,0.917512,0.620546,0.692832,0.788273,0.627591,0.878766,0.756942,0.687000,0.692819,0.809324,0.810331,0.781757,0.742274,0.820461,0.760814,0.796664,0.717006,0.564883,0.733744,0.806039,0.751870
0.770823,0.725340,0.866438,0.777385,1.000000,0.790624,0.911057,0.773278,0.723048,0.716842,0.892425,0.780543,0.792996,0.706892,0.910643,0.699207,0.760447,0.803260,0.813572,0.755472,0.901573,0.718052,0.919967,0.779182,0.938928,0.686652,0.898931,0.727820,0.635084,0.752820,0.824758,0.646554
0.783112,0.737123,0.822208,0.864497,0.790624,1.000000,0.747645,0.873905,0.675859,0.731874,0.818793,0.864042,0.646925,0.804665,0.780610,0.747807,0.782984,0.772358,0.682791,0.778594,0.789690,0.816751,0.779049,0.894434,0.803854,0.776308,0.782377,0.844479,0.576651,0.732631,0.795501,0.688364
0.705727,0.693666,0.797143,0.727140,0.911057,0.747645,1.000000,0.765151,0.800276,0.773933,0.822166,0.727367,0.803937,0.702648,0.958839,0.741881,0.719437,0.771770,0.916310,0.787696,0.784022,0.712468,0.923718,0.761498,0.857424,0.645841,0.935728,0.719626,0.657076,0.804031,0.775970,0.602495
0.747939,0.691121,0.754880,0.742064,0.773278,0.873905,0.765151,1.000000,0.796278,0.853132,0.756594,0.777431,0.713885,0.858882,0.763193,0.851544,0.712759,0.703551,0.693243,0.923887,0.725912,0.665283,0.752216,0.929559,0.748878,0.721115,0.754185,0.944470,0.649726,0.710110,0.741844,0.612166
0.587982,0.550138,0.638951,0.595732,0.723048,0.675859,0.800276,0.796278,1.000000,0.954123,0.651554,0.614110,0.836389,0.790039,0.745924,0.856561,0.581590,0.589962,0.721193,0.878178,0.615423,0.553550,0.710137,0.755059,0.670871,0.604467,0.723484,0.760368,0.683916,0.643674,0.619634,0.462802
0.605521,0.565953,0.654128,0.630016,0.716842,0.731874,0.773933,0.853132,0.954123,1.000000,0.656632,0.644917,0.800026,0.833816,0.722526,0.883676,0.597188,0.608516,0.704675,0.925874,0.626893,0.582957,0.699441,0.801163,0.671670,0.649345,0.702772,0.818366,0.662352,0.668596,0.637234,0.479724
0.879532,0.780814,0.944545,0.839641,0.892425,0.818793,0.822166,0.756594,0.651554,0.656632,1.000000,0.848691,0.748158,0.703445,0.873106,0.652661,0.804257,0.759342,0.750776,0.716385,0.863258,0.749628,0.848577,0.757039,0.973190,0.721893,0.877023,0.724601,0.643178,0.755498,0.914889,0.699767
