Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.813566,0.788252,0.746394,0.730040,0.782322,0.650811,0.748211,0.535187,0.568245,0.840712,0.742099,0.516719,0.445983,0.719284,0.562480,0.756351,0.725846,0.614354,0.673163,0.763089,0.664892,0.712877,0.761114,0.771256,0.585243,0.729156,0.698196,0.554247,0.668283,0.743330,0.691958
0.813566,1.000000,0.774996,0.777807,0.748584,0.692588,0.687958,0.651020,0.499391,0.491050,0.752101,0.744482,0.509146,0.363958,0.772517,0.495250,0.868828,0.752747,0.662320,0.595825,0.806913,0.685162,0.782996,0.654976,0.746129,0.519589,0.783685,0.594475,0.550568,0.679924,0.709244,0.742613
0.788252,0.774996,1.000000,0.886370,0.863789,0.803273,0.734494,0.704037,0.546170,0.560092,0.931676,0.853303,0.599942,0.432766,0.813752,0.564286,0.856085,0.747039,0.663016,0.652433,0.892680,0.759999,0.804898,0.718951,0.908714,0.673024,0.820451,0.668388,0.556107,0.703159,0.737685,0.700927
0.746394,0.777807,0.886370,1.000000,0.765025,0.872228,0.659539,0.712838,0.514885,0.553423,0.842290,0.908173,0.534033,0.420923,0.732590,0.557653,0.886969,0.707493,0.594083,0.647971,0.812348,0.804278,0.721140,0.730874,0.816361,0.720297,0.740456,0.674257,0.509777,0.653804,0.710735,0.721932
0.730040,0.748584,0.863789,0.765025,1.000000,0.742586,0.881007,0.711884,0.658020,0.627271,0.863204,0.755452,0.730070,0.443555,0.893536,0.616229,0.764152,0.802025,0.752416,0.685147,0.918066,0.692654,0.897861,0.726879,0.919503,0.611856,0.883644,0.657407,0.610745,0.693392,0.753660,0.625832
0.782322,0.692588,0.803273,0.872228,0.742586,1.000000,0.681998,0.868407,0.630836,0.701018,0.824142,0.842174,0.549405,0.541271,0.718280,0.702944,0.773660,0.728445,0.614232,0.777033,0.746537,0.805446,0.707561,0.894073,0.772757,0.750529,0.717368,0.824560,0.529044,0.690296,0.711737,0.662937
0.650811,0.687958,0.734494,0.659539,0.881007,0.681998,1.000000,0.713557,0.765217,0.704886,0.744264,0.640964,0.701841,0.451861,0.951268,0.683370,0.677140,0.804984,0.901841,0.725693,0.771053,0.678588,0.926291,0.724105,0.781533,0.530818,0.924980,0.650725,0.620789,0.762770,0.690938,0.583481
0.748211,0.651020,0.704037,0.712838,0.711884,0.868407,0.713557,1.000000,0.777775,0.848237,0.723833,0.716464,0.586669,0.621228,0.715726,0.834749,0.680526,0.716072,0.656547,0.943108,0.679970,0.652999,0.704634,0.942534,0.685777,0.647810,0.705477,0.949274,0.602799,0.706177,0.667829,0.592693
0.535187,0.499391,0.546170,0.514885,0.658020,0.630836,0.765217,0.777775,1.000000,0.945420,0.561162,0.510042,0.679325,0.544637,0.692620,0.842921,0.515260,0.602635,0.678172,0.857514,0.559592,0.509798,0.667462,0.753635,0.575328,0.491997,0.665232,0.730525,0.605969,0.592500,0.523093,0.422638
0.568245,0.491050,0.560092,0.553423,0.627271,0.701018,0.704886,0.848237,0.945420,1.000000,0.579673,0.537882,0.634951,0.590696,0.639912,0.889590,0.528508,0.601126,0.639500,0.912565,0.548937,0.548345,0.622433,0.809428,0.572229,0.547295,0.615977,0.809349,0.568558,0.629039,0.540534,0.428196
0.840712,0.752101,0.931676,0.842290,0.863204,0.824142,0.744264,0.723833,0.561162,0.579673,1.000000,0.839876,0.637920,0.469954,0.812628,0.587221,0.808790,0.742082,0.670504,0.661695,0.863759,0.759661,0.802459,0.738449,0.949810,0.680356,0.820718,0.688871,0.578334,0.709711,0.799556,0.680825
0.742099,0.744482,0.853303,0.908173,0.755452,0.842174,0.640964,0.716464,0.510042,0.537882,0.839876,1.000000,0.559112,0.475721,0.713105,0.556526,0.810916,0.671964,0.572131,0.649353,0.797533,0.740378,0.699660,0.721210,0.818215,0.771795,0.724751,0.702480,0.548904,0.651022,0.741432,0.692782
0.516719,0.509146,0.599942,0.534033,0.730070,0.549405,0.701841,0.586669,0.679325,0.634951,0.637920,0.559112,1.000000,0.442961,0.665085,0.591654,0.540061,0.539233,0.607969,0.628046,0.636340,0.515479,0.649739,0.600154,0.686822,0.518015,0.647543,0.577872,0.702994,0.523335,0.585695,0.407506
0.445983,0.363958,0.432766,0.420923,0.443555,0.541271,0.451861,0.621228,0.544637,0.590696,0.469954,0.475721,0.442961,1.000000,0.425843,0.666342,0.397521,0.421270,0.413302,0.587134,0.405911,0.430760,0.418520,0.585438,0.442040,0.454855,0.415725,0.691548,0.392461,0.535153,0.458755,0.315753
0.719284,0.772517,0.813752,0.732590,0.893536,0.718280,0.951268,0.715726,0.692620,0.639912,0.812628,0.713105,0.665085,0.425843,1.000000,0.610480,0.755898,0.838203,0.908686,0.706663,0.827022,0.725462,0.977867,0.733253,0.844954,0.544295,0.993809,0.649201,0.660695,0.797843,0.741680,0.667842
0.562480,0.495250,0.564286,0.557653,0.616229,0.702944,0.683370,0.834749,0.842921,0.889590,0.587221,0.556526,0.591654,0.666342,0.610480,1.000000,0.523514,0.607806,0.591830,0.823972,0.554456,0.553517,0.597067,0.775076,0.569026,0.547243,0.586178,0.838791,0.484772,0.678957,0.559856,0.437702
