Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.838605,0.838869,0.784059,0.745079,0.763197,0.661171,0.707711,0.517575,0.541262,0.878993,0.770618,0.587128,0.599239,0.728356,0.539877,0.794970,0.685242,0.605962,0.638717,0.781053,0.668887,0.706395,0.701758,0.817135,0.618150,0.737008,0.664949,0.565659,0.647858,0.813984,0.724965
0.838605,1.000000,0.786987,0.807148,0.706607,0.720274,0.657259,0.657316,0.489248,0.509209,0.769319,0.764279,0.517078,0.557484,0.737050,0.516920,0.876626,0.736633,0.647231,0.602144,0.771549,0.707640,0.744022,0.653545,0.740619,0.574114,0.747499,0.617211,0.526658,0.689532,0.720614,0.770066
0.838869,0.786987,1.000000,0.847764,0.853308,0.793412,0.769868,0.720799,0.583391,0.599414,0.938367,0.832188,0.652569,0.642033,0.838346,0.600991,0.835866,0.750148,0.703251,0.680395,0.875797,0.739237,0.811788,0.718734,0.912338,0.678005,0.839781,0.691448,0.578799,0.735302,0.817025,0.720954
0.784059,0.807148,0.847764,1.000000,0.751540,0.847633,0.698649,0.725665,0.550184,0.593561,0.827925,0.908256,0.569279,0.673197,0.767870,0.606640,0.862647,0.715504,0.649735,0.667679,0.782165,0.769719,0.748414,0.708026,0.800345,0.739598,0.775711,0.705680,0.539220,0.724042,0.783797,0.734388
0.745079,0.706607,0.853308,0.751540,1.000000,0.760365,0.912378,0.735325,0.695272,0.682141,0.874629,0.741892,0.759212,0.663137,0.913269,0.658320,0.750138,0.814051,0.811340,0.725885,0.912628,0.700544,0.915285,0.743284,0.930499,0.637621,0.898858,0.687816,0.597777,0.725846,0.786850,0.640126
0.763197,0.720274,0.793412,0.847633,0.760365,1.000000,0.727247,0.876832,0.649196,0.713397,0.794523,0.851617,0.612600,0.792933,0.761185,0.730458,0.770573,0.738515,0.650647,0.771706,0.758251,0.811434,0.738776,0.883481,0.772609,0.767635,0.759752,0.842229,0.558584,0.722967,0.757107,0.668496
0.661171,0.657259,0.769868,0.698649,0.912378,0.727247,1.000000,0.733994,0.779778,0.746792,0.793372,0.690978,0.778051,0.671843,0.953285,0.718244,0.697175,0.787185,0.914464,0.761332,0.796840,0.702119,0.915109,0.738218,0.842126,0.611447,0.925676,0.692028,0.628560,0.777200,0.741071,0.586574
0.707711,0.657316,0.720799,0.725665,0.735325,0.876832,0.733994,1.000000,0.770562,0.836998,0.719026,0.761234,0.680220,0.845465,0.730702,0.825134,0.697495,0.685981,0.658197,0.923129,0.709191,0.666410,0.707685,0.925578,0.704743,0.721878,0.718133,0.944792,0.636758,0.690408,0.693214,0.592990
0.517575,0.489248,0.583391,0.550184,0.695272,0.649196,0.779778,0.770562,1.000000,0.944851,0.593590,0.568333,0.818896,0.772678,0.712163,0.847850,0.539996,0.577377,0.693194,0.858852,0.602984,0.529422,0.672614,0.733325,0.622308,0.580080,0.684476,0.739416,0.664870,0.598987,0.558157,0.428608
0.541262,0.509209,0.599414,0.593561,0.682141,0.713397,0.746792,0.836998,0.944851,1.000000,0.602796,0.611449,0.772606,0.829794,0.687125,0.881036,0.564669,0.589615,0.674485,0.913345,0.602270,0.567968,0.656320,0.783811,0.621287,0.639780,0.663253,0.806994,0.644652,0.647382,0.580348,0.451392
0.878993,0.769319,0.938367,0.827925,0.874629,0.794523,0.793372,0.719026,0.593590,0.602796,1.000000,0.811619,0.702774,0.647392,0.855649,0.603450,0.811228,0.748248,0.718148,0.674361,0.866922,0.724942,0.821860,0.712084,0.966831,0.666395,0.860552,0.681806,0.612432,0.723289,0.894271,0.703943
0.770618,0.764279,0.832188,0.908256,0.741892,0.851617,0.690978,0.761234,0.568333,0.611449,0.811619,1.000000,0.584149,0.748106,0.751983,0.625629,0.796145,0.689255,0.633138,0.703951,0.768016,0.728539,0.726280,0.733381,0.783434,0.817959,0.758515,0.750264,0.565588,0.716620,0.791027,0.699866
