epoch	t_rel_s	assoc
0	-89.843750	20.2934168942
1	-89.531250	26.0705225926
2	-89.218750	31.9176382612
3	-88.906250	23.5760032373
4	-88.593750	28.6891063368
5	-88.281250	175.9870831583
6	-87.968750	239.8166448384
7	-87.656250	6.7218258538
8	-87.343750	426.2569198106
9	-87.031250	118.7471922342
10	-86.718750	19.8489441091
11	-86.406250	92.8985923093
12	-86.093750	41.9224095586
13	-85.781250	100.9474531086
14	-85.468750	164.0049666041
15	-85.156250	401.0331169864
16	-84.843750	531.5293430774
17	-84.531250	30.3811145367
18	-84.218750	54.6580914042
19	-83.906250	27.6028025528
20	-83.593750	18.5400549365
21	-83.281250	25.0741688409
22	-82.968750	28.7656136450
23	-82.656250	33.4039770996
24	-82.343750	12.5947174286
25	-82.031250	283.2431142835
26	-81.718750	5.7415641698
27	-81.406250	13.0564908123
28	-81.093750	435.2258360426
29	-80.781250	78.7026089894
30	-80.468750	100.2039556598
31	-80.156250	25.3849404594
32	-79.843750	31.0465536363
33	-79.531250	25.6217374329
34	-79.218750	44.3368885642
35	-78.906250	16.3058090003
36	-78.593750	19.1880575351
37	-78.281250	22.3273051482
38	-77.968750	21.4294222306
39	-77.656250	87.8878932012
40	-77.343750	411.4695781821
41	-77.031250	19.8533772080
42	-76.718750	268.3526297682
43	-76.406250	21.5991160311
44	-76.093750	20.2924535571
45	-75.781250	53.5117483329
46	-75.468750	14.5613227597
47	-75.156250	24.3402922492
48	-74.843750	33.6431182930
49	-74.531250	29.5971988426
50	-74.218750	37.6628245942
51	-73.906250	532.3130809254
52	-73.593750	203.7222152851
53	-73.281250	453.8619093746
54	-72.968750	35.4090589670
55	-72.656250	43.4001247502
56	-72.343750	19.1428374255
57	-72.031250	24.3516869278
58	-71.718750	21.4058516771
59	-71.406250	22.4641903267
60	-71.093750	19.0583555147
61	-70.781250	93.5897148521
62	-70.468750	25.6673203724
63	-70.156250	28.9255571395
64	-69.843750	19.8828993327
65	-69.531250	21.7016433059
66	-69.218750	24.5391252286
67	-68.906250	417.4754398846
68	-68.593750	21.8192718543
69	-68.281250	401.6408682168
70	-67.968750	88.1638856426
71	-67.656250	150.2059055501
72	-67.343750	471.8003428228
73	-67.031250	209.3331483779
74	-66.718750	26.0460931992
75	-66.406250	25.0067402583
76	-66.093750	36.6541269826
77	-65.781250	52.4504122336
78	-65.468750	108.5920668928
79	-65.156250	15.8885832093
80	-64.843750	27.2665627284
81	-64.531250	85.2525817749
82	-64.218750	99.4394512193
83	-63.906250	477.0096876105
84	-63.593750	61.9189381429
85	-63.281250	15.8332752713
86	-62.968750	29.3819620072
87	-62.656250	40.5249483629
88	-62.343750	14.9210052412
89	-62.031250	25.4591304096
90	-61.718750	85.6517875992
91	-61.406250	26.8708741682
92	-61.093750	145.6989819732
93	-60.781250	17.0073468626
94	-60.468750	321.2691738123
95	-60.156250	22.0017074182
96	-59.843750	11.2067686975
97	-59.531250	25.3241587077
98	-59.218750	38.8197122105
99	-58.906250	20.5060683075
100	-58.593750	399.2948354819
101	-58.281250	117.6928398189
102	-57.968750	75.5164984571
103	-57.656250	72.5653776363
104	-57.343750	15.4207967637
105	-57.031250	19.8035772091
106	-56.718750	17.7449163413
107	-56.406250	25.5283358422
108	-56.093750	85.0379508888
109	-55.781250	170.5140615536
110	-55.468750	27.8633846483
111	-55.156250	24.4982821848
112	-54.843750	506.1666395548
113	-54.531250	82.0555323349
114	-54.218750	9.9174659878
115	-53.906250	13.4715288434
116	-53.593750	36.3833252231
117	-53.281250	9.0536098090
118	-52.968750	197.5827088348
119	-52.656250	21.0729748998
120	-52.343750	37.2486938706
121	-52.031250	38.8550031410
122	-51.718750	136.2706242938
123	-51.406250	201.5046986298
124	-51.093750	13.3522388444
125	-50.781250	31.7256133512
126	-50.468750	35.4752636497
127	-50.156250	27.0084536442
128	-49.843750	36.6504631739
129	-49.531250	194.3959392602
130	-49.218750	15.9045756851
131	-48.906250	125.6191602484
132	-48.593750	51.9152881834
133	-48.281250	47.0580191180
134	-47.968750	75.8447585635
135	-47.656250	211.5236610312
136	-47.343750	56.8036464748
137	-47.031250	313.5013571554
138	-46.718750	111.5150069533
139	-46.406250	77.0575809698
140	-46.093750	45.5362298019
141	-45.781250	35.9162356407
142	-45.468750	9.9264554551
143	-45.156250	193.9595577024
144	-44.843750	684.9785221868
145	-44.531250	410.6541412680
146	-44.218750	109.8114499856
147	-43.906250	23.7673282035
148	-43.593750	40.8252340448
149	-43.281250	270.5784131172
150	-42.968750	96.2933685774
151	-42.656250	94.1565512407
152	-42.343750	10.3625701690
153	-42.031250	25.8055181950
154	-41.718750	30.3709840080
155	-41.406250	50.5702992271
156	-41.093750	71.8137437074
157	-40.781250	49.8098089351
158	-40.468750	45.8278689560
159	-40.156250	25.8232469874
160	-39.843750	25.5925052280
161	-39.531250	171.1729602985
162	-39.218750	11.1318936132
163	-38.906250	135.4527641083
164	-38.593750	309.6438622979
165	-38.281250	62.1614908042
166	-37.968750	13.9989507835
167	-37.656250	23.9891683754
168	-37.343750	17.8941861602
169	-37.031250	167.5679364087
170	-36.718750	49.2398189024
171	-36.406250	14.2382147154
172	-36.093750	43.9148152170
173	-35.781250	13.1352992543
174	-35.468750	54.2318210145
175	-35.156250	52.4289087516
176	-34.843750	596.3498428246
177	-34.531250	239.5295394106
178	-34.218750	54.0644213368
179	-33.906250	18.2873293447
180	-33.593750	21.9394060952
181	-33.281250	41.7982385735
182	-32.968750	53.9259977472
183	-32.656250	14.8081604312
184	-32.343750	22.6899362846
185	-32.031250	237.5409548982
186	-31.718750	13.3879506745
187	-31.406250	11.7751539732
188	-31.093750	258.3121269423
189	-30.781250	224.4662823722
190	-30.468750	205.7961771441
191	-30.156250	36.3105528092
