epoch	t_rel_s	assoc
0	-89.843750	29.2020989287
1	-89.531250	46.7013593842
2	-89.218750	44.4790574269
3	-88.906250	38.0990574804
4	-88.593750	28.6526238314
5	-88.281250	14.7033978630
6	-87.968750	19.6960595724
7	-87.656250	11.7341180671
8	-87.343750	23.1502595674
9	-87.031250	14.9498498058
10	-86.718750	48.7983849133
11	-86.406250	148.5960121812
12	-86.093750	233.5927961700
13	-85.781250	179.1494227347
14	-85.468750	84.6878786961
15	-85.156250	43.2761266008
16	-84.843750	22.4177100039
17	-84.531250	17.0621486264
18	-84.218750	20.3866444789
19	-83.906250	16.6369647724
20	-83.593750	31.1017612401
21	-83.281250	21.8797065535
22	-82.968750	32.9902493974
23	-82.656250	13.1624096253
24	-82.343750	12.9945275611
25	-82.031250	7.4444574102
26	-81.718750	6.6546400704
27	-81.406250	25.6948804659
28	-81.093750	29.0176480793
29	-80.781250	291.1662964099
30	-80.468750	30.4343500395
31	-80.156250	31.5213117217
32	-79.843750	20.2586297685
33	-79.531250	9.3692084628
34	-79.218750	15.9306994997
35	-78.906250	10.7229725507
36	-78.593750	8.9153288077
37	-78.281250	23.3749201253
38	-77.968750	21.9475274897
39	-77.656250	37.0989779489
40	-77.343750	19.1542730149
41	-77.031250	25.8515145510
42	-76.718750	24.8268420493
43	-76.406250	536.7244179745
44	-76.093750	701.6694370991
45	-75.781250	226.9459029270
46	-75.468750	20.1322971208
47	-75.156250	18.8880960705
48	-74.843750	41.5778026867
49	-74.531250	43.9221801212
50	-74.218750	63.6167100163
51	-73.906250	35.2439032897
52	-73.593750	23.3419226183
53	-73.281250	10.0584185445
54	-72.968750	28.0139257211
55	-72.656250	17.7591843928
56	-72.343750	11.9804919169
57	-72.031250	230.9966679217
58	-71.718750	1368.7050080624
59	-71.406250	1427.8135244996
60	-71.093750	150.9295689321
61	-70.781250	74.8125627415
62	-70.468750	25.7469617328
63	-70.156250	35.3459430801
64	-69.843750	18.0560390524
65	-69.531250	45.1848287571
66	-69.218750	16.5420089110
67	-68.906250	16.8892579167
68	-68.593750	14.6924516849
69	-68.281250	4.0918389686
70	-67.968750	16.9153299581
71	-67.656250	53.6817463153
72	-67.343750	14.2039870727
73	-67.031250	13.3159117438
74	-66.718750	16.0321353913
75	-66.406250	14.5216425860
76	-66.093750	12.7153640004
77	-65.781250	12.9465365885
78	-65.468750	88.6703422184
79	-65.156250	149.4315232728
80	-64.843750	252.4431838293
81	-64.531250	141.9007395992
82	-64.218750	192.9601827102
83	-63.906250	214.2875237077
84	-63.593750	136.6198301468
85	-63.281250	160.7307398398
86	-62.968750	157.8198949344
87	-62.656250	137.4305838778
