id,x,y
1,-4.23854278061644,1.77054349088079
2,-4.09346588560844,2.75996387400155
3,-3.96846588560844,1.76780713235233
4,-3.84346588560844,0.775650390703112
5,-3.83397220746258,2.68505027124819
6,-3.81726955788963,2.01737767342574
7,-3.8172124622863,1.94864548909012
8,-3.78898459826251,1.68606272627155
9,-3.76078815803528,2.40257924725326
10,-3.76009116942009,1.56353828465218
11,-3.74100155034956,2.46840178579247
12,-3.72942415350704,2.27046033460547
13,-3.69933488368289,2.13768287190939
14,-3.68235560456835,2.25348108254592
15,-3.65766821701623,1.80696395802632
16,-3.64884196346208,0.962921706722214
17,-3.6385785979457,2.7118274591666
18,-3.63736799536828,1.25449353756927
19,-3.61600155034956,1.47624504414324
20,-3.59346588560844,1.20866309259533
21,-3.59241765921106,1.41685546488536
22,-3.57572661087418,2.82089943882028
23,-3.57433488368289,1.14552613026017
24,-3.54749874685039,2.55831667600172
25,-3.53973354280949,1.92726915650997
26,-3.53618018848535,2.09570104730114
27,-3.51401652954069,2.24685658397829
28,-3.5135785979457,1.71967071751738
29,-3.46906619338346,2.40921851129437
30,-3.46846588560844,2.20081983424455
31,-3.46835857695489,1.55738369442548
32,-3.42940163430871,3.5995570516156
33,-3.42933293746931,1.4591082955226
34,-3.41473354280949,0.935112414860752
35,-3.41264188913244,2.86315226945752
36,-3.4076022912177,2.13152828168269
37,-3.40113649724208,2.17562481650431
38,-3.39588214395617,2.12674748729944
39,-3.39585072015961,1.14764820349917
40,-3.39564392373896,1.83997591600104
41,-3.39209056941482,2.00840780679221
42,-3.38853721509068,2.17683969758338
43,-3.38441402510865,2.60056950663895
44,-3.37300095034429,2.91327130793249
45,-3.36944759602015,3.08170319872366
46,-3.36762285613582,0.885065440680602
47,-3.35847333635269,1.34180782087791
48,-3.35093180779894,2.28910941461553
49,-3.35090038400238,1.31001013081525
50,-3.35042390274815,1.67768889290913
51,-3.34346588560844,3.19297657589377
52,-3.33942641590858,1.60158196166231
53,-3.33491218094528,1.55456841801865
54,-3.33417206262267,1.55270463245745
55,-3.32270394377515,2.02652665179696
56,-3.31726955788963,1.95124929317115
57,-3.31486920438836,2.07711154854376
58,-3.30598147164172,2.45147134193161
59,-3.30520388175735,1.51540186981723
60,-3.29673294280422,3.36429542029922
61,-3.29450750354792,2.74304317277867
62,-3.28966761701096,2.25183348016634
63,-3.28922172646544,1.71506655977353
64,-3.27778503141448,3.16798786291332
65,-3.27708413306858,2.33849021642263
66,-3.27503669034934,1.62142203831156
67,-3.26099386244165,1.45248379695497
68,-3.26009116942009,2.40508868194471
69,-3.24800095034429,1.92111456628327
70,-3.24444759602015,2.08954645707444
71,-3.24427139030822,1.87742848708962
72,-3.24100155034956,1.50022518080442
73,-3.23279742221442,2.16900031793668
74,-3.23248922854142,1.79799409139279
75,-3.22891133127376,2.82597806742355
76,-3.22751164513195,1.14102370493154
77,-3.21607495008099,2.59394500807133
78,-3.19933488368289,1.8309440946875
79,-3.19928378110816,0.878440942112974
80,-3.19121893200358,1.76756071063457
81,-3.19082256187475,1.46727517750971
82,-3.1878470860572,2.33136224525276
83,-3.18726920755061,1.63570706830088
84,-3.18369131028296,2.66369104433165
85,-3.18256130897472,1.30338563224762
86,-3.17173294280422,2.37213867865
87,-3.17108734088092,1.59495746309468
88,-3.16817958848008,2.54057056944117
89,-3.16587026063785,2.70742960618255
90,-3.16462623415594,2.70900246023234
91,-3.15766821701623,2.16166300857057
92,-3.15436486874749,2.01990215322933
93,-3.1385785979457,1.25679950743028
94,-3.13764239661406,2.44484684336398
95,-3.12651292181341,2.20985165555809
96,-3.12616842852026,2.73641867421104
97,-3.1261370047237,1.75731939041077
98,-3.11600155034956,2.49238192245364
99,-3.11455455433468,1.91829928987644
100,-3.11097665706702,2.94628326590721
101,-3.11066289390788,3.05603942267951
102,-3.10982972871947,2.7642431061793
103,-3.10937725954743,1.02091460825269
104,-3.10748922854142,0.805837349743566
105,-3.10742330274288,3.11471515669838
106,-3.10535373093857,1.19663120484651
107,-3.10391133127376,1.83382132577433
108,-3.10035797694962,2.0022532165655
109,-3.09265478741399,1.44585929838734
110,-3.08484625514675,1.87913274167502
111,-3.08129290082261,2.04756463246619
112,-3.08118666856647,1.91968131772685
113,-3.07593231528056,1.87080398852199
114,-3.07433488368289,2.82310083633672
115,-3.07083037986886,2.60034991244732
116,-3.06971270047268,2.21125314857391
117,-3.06933453334387,1.75601226678454
118,-3.06756865961879,1.45800987272539
119,-3.06575663607622,2.78399624281531
120,-3.0644956202296,3.32372529166178
121,-3.06445834718676,2.16237581936905
122,-3.0644269233902,1.18327653556877
123,-3.06226920755061,0.643550326651662
124,-3.05920984314712,2.29574867865664
125,-3.05914114630773,0.155299922563636
126,-3.04773587505333,2.5873205095037
127,-3.04673294280422,1.37998193700078
128,-3.04317958848008,1.54841382779195
129,-3.03973354280949,2.04135781008691
130,-3.03962623415594,1.71684571858312
131,-3.03623633240925,2.08204324504294
132,-3.03618018848535,1.87292591929574
133,-3.03119667805783,2.11641354734989
134,-3.02764332373369,2.28484543814106
135,-3.02476236431545,2.37361507589
136,-3.02408996940955,2.45327732893223
137,-3.02275025012364,1.76804173878038
138,-3.02053661508541,2.6217092197234
139,-3.01950801102953,2.32473774668513
140,-3.01947658723298,1.34563846288486
141,-3.0135785979457,2.24895624907951
142,-3.00857824760668,2.33015685404175
143,-3.00800261913918,1.63721029373192
144,-3.00500035033902,3.35814083007252
145,-3.0027855388961,2.74968243681978
146,-3.00274826585326,1.58833296452705
147,-3.0027168420567,0.609233680726781
148,-3.00151292181341,1.21769491390887
149,-2.99749976181363,1.72170582381465
150,-2.99128014700574,2.06215498386657
151,-2.99124872320919,1.0830557000663
152,-2.98955455433468,0.926142548227222
153,-2.98752251919833,0.413155307150346
154,-2.98602579371983,2.01327765466171
155,-2.98600120001054,1.09457443901839
156,-2.98597665706702,1.95412652425799
157,-2.98375090127303,1.6041485450484
158,-2.98242330274288,2.12255841504916
159,-2.97452625107575,1.50800039020095
160,-2.97401828958829,1.66257415857634
161,-2.97046493526415,1.83100604936751
162,-2.96930332158639,2.43822234479636
163,-2.96835857695489,2.41124327217141
164,-2.96691158094001,1.99943794015868
165,-2.96335822661587,2.16786983094985
166,-2.96305228298195,1.799572221048
167,-2.95779792969604,1.75069489184314
168,-2.95629290082261,1.05540789081697
169,-2.94782196186948,2.90430144129896
170,-2.94632981084852,2.22451691118266
171,-2.94629253780568,1.06316743888993
172,-2.94426860754534,3.07273333209013
173,-2.94391838723401,1.1484590348162
174,-2.9410754575626,2.17563958197779
175,-2.94075663607622,1.79183950116608
176,-2.9296014894688,2.46721141282485
177,-2.92957006567225,1.48811212902458
178,-2.92879826859748,1.50028713548443
179,-2.92524491427334,1.6687190262756
180,-2.92431571238633,1.43923479981971
181,-2.92173294280422,0.387825195351556
182,-2.91473354280949,3.03351455173614
183,-2.90939503616429,2.55217774241701
184,-2.9076022912177,1.8370986849142
185,-2.90734759344505,1.83510956430593
186,-2.90613331591422,1.40983770269507
187,-2.90260194087867,2.74201441820706
188,-2.90134220164846,1.22552936620601
189,-2.90031425526968,1.88376276248205
190,-2.89908996940955,1.46112058728301
191,-2.89612512140538,2.33800150929388
192,-2.89564392373896,2.12865105059585
193,-2.89553661508541,1.62955247807418
194,-2.89209056941482,1.96021915980468
195,-2.89064357339994,2.45046205252541
196,-2.88853721509068,1.79178726901351
197,-2.88465115331158,2.62957334014094
198,-2.88461972951502,1.65047405634066
199,-2.88357824760668,1.33800011239253
200,-2.88000035033902,2.3659840884233
201,-2.87936537622911,1.6015967271358
202,-2.87644699601488,2.53441597921447
203,-2.87314576142122,1.94204588718772
204,-2.87300095034429,1.0553556586644
205,-2.86944759602015,0.886923767873226
206,-2.86804198286029,2.07443172274164
207,-2.86789725738159,2.07541874647531
208,-2.86789140813531,1.89316855798286
209,-2.86457662666914,2.862209608472
210,-2.86131490641907,1.71986956875007
211,-2.86093527421201,2.41129550432398
212,-2.85738191988787,2.57972739511515
213,-2.85642328928779,2.36699057732237
214,-2.85639186549123,1.3878912935221
215,-2.85117478524815,2.50036343660996
216,-2.85042390274815,2.29093807368775
217,-2.84546493526415,0.838849307718286
218,-2.84191158094001,1.00728119850945
219,-2.84184565514148,3.31615900546427
220,-2.83970081715436,2.79193526745702
221,-2.83835822661587,1.17571308930062
222,-2.83491218094528,2.41405854857824
223,-2.83478032934822,2.20369706533139
224,-2.83441504007188,1.76395865445188
225,-2.82679155534935,3.12358827635087
226,-2.82637531619362,1.74371280885857
227,-2.82557727781852,2.69831641474002
228,-2.82474411263011,2.4065200982398
229,-2.82352983509929,1.98124823662894
230,-2.82294107197808,2.05553048529894
231,-2.82290964818153,1.07643120149867
232,-2.82282196186948,1.91214469964974
233,-2.82231555756846,1.55597637501809
234,-2.82148239238005,1.26418005851787
235,-2.82026811484922,0.838908196907013
236,-2.81926860754534,2.08057659044091
237,-2.81771077445474,2.45517329641592
238,-2.8157152532212,2.24900848123208
239,-2.81143568008773,1.36800303234573
240,-2.80728569712309,2.64857630999886
241,-2.80621859984465,2.48047517543359
242,-2.80618717604809,1.50137589163332
243,-2.80520388175735,2.45322509677966
244,-2.80373234279895,2.81700820079003
245,-2.80024491427334,0.676562284626381
246,-2.80017898847481,2.98544009158119
247,-2.79673294280422,0.604331546297666
248,-2.79662563415067,3.15387198237236
249,-2.79471320795429,1.79294772248038
250,-2.78966761701096,1.71679348643054
251,-2.77871142560413,2.29128010268394
252,-2.77799073582086,2.21789241261503
253,-2.77760194087867,1.74985767655784
254,-2.76651676772706,2.50946424346209
255,-2.76564357339994,1.45830531087618
256,-2.7620902190758,1.62673720166735
257,-2.76206567613228,2.48628928690695
258,-2.76126826368742,2.64283710274968
259,-2.76123099064459,1.48148763045695
260,-2.76119956684803,0.502388346656674
261,-2.75851232180815,2.65472117769812
262,-2.75500035033902,1.37382734677407
263,-2.74979429559363,2.93440893359674
264,-2.74800095034429,2.04751240031362
265,-2.74655395432941,2.36316881201647
266,-2.74444759602015,1.87908050952245
267,-2.74300060000527,2.53160070280764
268,-2.74092635428435,2.55265877056281
269,-2.73971207675352,2.12738690895195
270,-2.73944724568113,2.70003259359881
271,-2.73887891156511,1.83559059245174
272,-2.73766463403428,1.41031873084088
273,-2.73593527421201,1.41913876267476
274,-2.73307182346019,3.35935362373139
275,-2.73304039966363,2.38025433993111
276,-2.73300312662079,1.21890486763838
277,-2.73248922854142,2.1706328752041
278,-2.73238191988787,1.58757065346593
279,-2.72891133127376,1.14264889917333
280,-2.72775462258116,1.35227772692597
281,-2.72156643156984,2.67182617077817
282,-2.72042355240913,1.29601828778428
283,-2.71684565514148,2.32400226381505
284,-2.71628065448736,1.64384955777303
