epoch	t_rel_s	assoc
0	-89.843750	2.6731996827
1	-89.531250	1.7773751328
2	-89.218750	1.8069034076
3	-88.906250	1.5255234598
4	-88.593750	1.2173672142
5	-88.281250	1.0071426186
6	-87.968750	1.6092332524
7	-87.656250	1.2311989241
8	-87.343750	1.5774212705
9	-87.031250	2.0056260727
10	-86.718750	1.4215151570
11	-86.406250	1.3147332068
12	-86.093750	1.2924768700
13	-85.781250	1.4433427488
14	-85.468750	1.5439608709
15	-85.156250	1.1780133303
16	-84.843750	1.8683217610
17	-84.531250	1.2161994423
18	-84.218750	1.3904463616
19	-83.906250	0.8745836099
20	-83.593750	2.1983376556
21	-83.281250	1.5114852624
22	-82.968750	1.6172832967
23	-82.656250	2.0845165390
24	-82.343750	1.5692356387
25	-82.031250	1.4038424379
26	-81.718750	1.3154200304
27	-81.406250	1.5219180380
28	-81.093750	1.3036739259
29	-80.781250	1.0418231715
30	-80.468750	1.6769180749
31	-80.156250	1.0528618731
32	-79.843750	0.9145762322
33	-79.531250	0.9942154012
34	-79.218750	1.0850065411
35	-78.906250	1.3784891085
36	-78.593750	1.3809830901
37	-78.281250	1.7640481806
38	-77.968750	1.7696310660
39	-77.656250	2.0886015914
40	-77.343750	1.5659514602
41	-77.031250	1.3731558833
42	-76.718750	1.3020589048
43	-76.406250	1.4032492653
44	-76.093750	1.3643073333
45	-75.781250	1.1686105310
46	-75.468750	1.1329111055
47	-75.156250	0.8998935118
48	-74.843750	1.2135802137
49	-74.531250	1.4883461528
50	-74.218750	2.1108228959
51	-73.906250	1.5486268754
52	-73.593750	1.1647826342
53	-73.281250	1.3383335207
54	-72.968750	1.8972980283
55	-72.656250	1.5100955342
56	-72.343750	1.5998074188
57	-72.031250	1.4917203449
58	-71.718750	1.7633422956
59	-71.406250	1.7218006960
60	-71.093750	1.3775474819
61	-70.781250	1.1005572969
62	-70.468750	2.7443235538
63	-70.156250	1.2265828768
64	-69.843750	1.1861060132
65	-69.531250	1.6294822113
66	-69.218750	1.0831703575
67	-68.906250	1.0930953309
68	-68.593750	1.4748875165
69	-68.281250	1.4292525848
70	-67.968750	1.1272510099
71	-67.656250	1.7463957691
72	-67.343750	1.8713513994
73	-67.031250	1.5797668286
74	-66.718750	1.2015524603
75	-66.406250	1.3914617278
76	-66.093750	1.1881203211
77	-65.781250	3.7792789206
78	-65.468750	2.0289017752
79	-65.156250	1.5057664387
80	-64.843750	1.4698512569
81	-64.531250	1.0952053719
82	-64.218750	1.1095353562
83	-63.906250	2.0811820702
84	-63.593750	2.8490959762
85	-63.281250	1.5763345639
86	-62.968750	1.7825485648
