epoch	t_rel_s	assoc
0	-89.843750	0.5907700909
1	-89.531250	0.5790715165
2	-89.218750	0.6598024088
3	-88.906250	0.6460966115
4	-88.593750	0.6014385792
5	-88.281250	0.7145558659
6	-87.968750	0.6614118715
7	-87.656250	0.6434614949
8	-87.343750	0.6931141665
9	-87.031250	0.7634657858
10	-86.718750	0.5423582686
11	-86.406250	0.5566708059
12	-86.093750	0.6411701586
13	-85.781250	0.5485278451
14	-85.468750	0.5462522618
15	-85.156250	0.6434772278
16	-84.843750	0.6187094089
17	-84.531250	0.6741498714
18	-84.218750	0.7249472381
19	-83.906250	0.5405416999
20	-83.593750	0.6750158302
21	-83.281250	0.6998052365
22	-82.968750	0.6215717879
23	-82.656250	0.5363318105
24	-82.343750	0.6322969004
25	-82.031250	0.6096975739
26	-81.718750	0.6946505891
27	-81.406250	0.7459300994
28	-81.093750	0.9223206498
29	-80.781250	0.7747137911
30	-80.468750	0.8026986076
31	-80.156250	0.7480799824
32	-79.843750	0.8648425037
33	-79.531250	0.7969914949
34	-79.218750	0.6987905983
35	-78.906250	0.5963089721
36	-78.593750	0.6734826910
37	-78.281250	0.9491754526
38	-77.968750	0.7397342373
39	-77.656250	0.6534892969
40	-77.343750	0.7395196914
41	-77.031250	1.1836359333
42	-76.718750	0.8563914027
43	-76.406250	0.6426029180
44	-76.093750	0.6665541191
45	-75.781250	0.7626699099
46	-75.468750	0.8160201361
47	-75.156250	0.6912154112
48	-74.843750	0.8469844754
49	-74.531250	0.6343735949
50	-74.218750	0.6596454898
51	-73.906250	0.6169791961
52	-73.593750	0.7587901403
53	-73.281250	0.7993284862
54	-72.968750	0.4473461100
55	-72.656250	0.5715675470
56	-72.343750	0.6564722847
57	-72.031250	0.6884154458
58	-71.718750	0.6112114634
59	-71.406250	0.7910765878
60	-71.093750	0.7214278403
61	-70.781250	0.8995437728
62	-70.468750	0.8060691678
63	-70.156250	0.7965302134
64	-69.843750	0.6171533185
65	-69.531250	0.5587605469
66	-69.218750	0.6111850703
67	-68.906250	0.6389699298
68	-68.593750	0.5635815847
69	-68.281250	0.4689756150
70	-67.968750	0.6115129297
71	-67.656250	0.8168173493
72	-67.343750	1.0736706294
73	-67.031250	0.7507826148
74	-66.718750	0.8202818499
75	-66.406250	0.9338121639
76	-66.093750	1.0132361504
77	-65.781250	0.5897191134
78	-65.468750	0.6095838096
79	-65.156250	0.6726957070
80	-64.843750	0.6274296170
