epoch	t_rel_s	assoc
0	-89.843750	1.8227368304
1	-89.531250	1.5259567960
2	-89.218750	1.4318693253
3	-88.906250	1.2247471280
4	-88.593750	1.5904273299
5	-88.281250	1.4146278861
6	-87.968750	1.6984146300
7	-87.656250	1.5726447131
8	-87.343750	1.6161400175
9	-87.031250	1.5932727644
10	-86.718750	1.3806500680
11	-86.406250	1.3878085690
12	-86.093750	1.8868028798
13	-85.781250	1.9245946757
14	-85.468750	2.0387402742
15	-85.156250	2.7572938123
16	-84.843750	2.1539838333
17	-84.531250	2.9992324744
18	-84.218750	1.6051740314
19	-83.906250	1.4135935517
20	-83.593750	3.5315489209
21	-83.281250	1.7583178216
22	-82.968750	1.8785853709
23	-82.656250	1.8193469152
24	-82.343750	1.7189684698
25	-82.031250	1.6834474213
26	-81.718750	1.4918433569
27	-81.406250	1.5415918384
28	-81.093750	1.5595601703
29	-80.781250	1.3533302646
30	-80.468750	1.3027300324
31	-80.156250	1.4690832592
32	-79.843750	1.2756716747
33	-79.531250	1.3033738558
34	-79.218750	1.0774540989
35	-78.906250	1.1265751912
36	-78.593750	1.3648343605
37	-78.281250	1.4273251926
38	-77.968750	1.2438807792
39	-77.656250	1.2402086701
40	-77.343750	1.3625293345
41	-77.031250	1.2229643377
42	-76.718750	1.6410777946
43	-76.406250	1.5007711264
44	-76.093750	1.6277668852
45	-75.781250	1.3203135643
46	-75.468750	1.5540198556
47	-75.156250	1.0605773608
48	-74.843750	2.0021468009
49	-74.531250	1.7285726072
50	-74.218750	1.5477356583
51	-73.906250	1.6730579691
52	-73.593750	1.5522372685
53	-73.281250	2.0680311733
54	-72.968750	1.4888108011
55	-72.656250	1.8587759067
56	-72.343750	1.4004054998
57	-72.031250	1.6260158299
58	-71.718750	1.4753171967
59	-71.406250	1.3545881445
60	-71.093750	1.6006637512
61	-70.781250	1.6720162802
62	-70.468750	1.6215191374
63	-70.156250	1.7732002297
64	-69.843750	1.3497444442
65	-69.531250	2.0664765129
66	-69.218750	1.6988450459
67	-68.906250	2.1158894338
