epoch	t_rel_s	assoc
0	-89.843750	0.0168131555
1	-89.531250	0.0305844625
2	-89.218750	0.0496129814
3	-88.906250	0.0210221417
4	-88.593750	0.0333401791
5	-88.281250	0.0297834729
6	-87.968750	0.0205880299
7	-87.656250	0.0263797066
8	-87.343750	0.0221861529
9	-87.031250	0.0154311185
10	-86.718750	0.0163282768
11	-86.406250	0.0250789739
12	-86.093750	0.0501493706
13	-85.781250	0.0172927723
14	-85.468750	0.0219245368
15	-85.156250	0.0339720950
16	-84.843750	0.0177809546
17	-84.531250	0.0165749276
18	-84.218750	0.0164987225
19	-83.906250	0.0163429270
20	-83.593750	0.0157054065
21	-83.281250	0.0133781634
22	-82.968750	0.0190304125
23	-82.656250	0.0177838982
24	-82.343750	0.0161965302
25	-82.031250	0.0174454738
26	-81.718750	0.0160706512
27	-81.406250	0.0172271634
28	-81.093750	0.0152177706
29	-80.781250	0.0174009494
30	-80.468750	0.0150515443
31	-80.156250	0.0169017483
32	-79.843750	0.0155949954
33	-79.531250	0.0191411385
34	-79.218750	0.0149565653
35	-78.906250	0.0150253512
36	-78.593750	0.0195704525
37	-78.281250	0.0160953849
38	-77.968750	0.0140833930
39	-77.656250	0.0163086027
40	-77.343750	0.0203123956
41	-77.031250	0.0342402347
42	-76.718750	0.0253971083
43	-76.406250	0.0173450554
44	-76.093750	0.0172253254
45	-75.781250	0.0370742804
46	-75.468750	0.0282099390
47	-75.156250	0.0177663937
48	-74.843750	0.0188844566
49	-74.531250	0.0211564916
50	-74.218750	0.0176746173
51	-73.906250	0.0195091503
52	-73.593750	0.0285496508
53	-73.281250	0.0169327643
54	-72.968750	0.0186894811
55	-72.656250	0.0207089058
56	-72.343750	0.0154671846
57	-72.031250	0.0182868930
58	-71.718750	0.0170271186
59	-71.406250	0.0181695256
60	-71.093750	0.0174109125
61	-70.781250	0.0187075826
62	-70.468750	0.0340361338
63	-70.156250	0.0386595577
64	-69.843750	0.0154574718
65	-69.531250	0.0153386134
66	-69.218750	0.0105191441
67	-68.906250	0.0150461734
68	-68.593750	0.0141084388
69	-68.281250	0.0145212436
70	-67.968750	0.0161367117
71	-67.656250	0.0163120883
72	-67.343750	0.0165209614
73	-67.031250	0.0134187336
74	-66.718750	0.0140202061
75	-66.406250	0.0181940252
76	-66.093750	0.0166513487
77	-65.781250	0.0140447308
78	-65.468750	0.0131527130
79	-65.156250	0.0143518743
80	-64.843750	0.0160750307
81	-64.531250	0.0145959039
82	-64.218750	0.0167709515
83	-63.906250	0.0148268664
84	-63.593750	0.0174438177
85	-63.281250	0.0136278684
86	-62.968750	0.0136930474
87	-62.656250	0.0143030062
88	-62.343750	0.0170142834
89	-62.031250	0.0150009561
90	-61.718750	0.0136677383
91	-61.406250	0.0164037464
92	-61.093750	0.0137708644
93	-60.781250	0.0360845373
94	-60.468750	0.0345237590
95	-60.156250	0.0236618843
96	-59.843750	0.0194177495
97	-59.531250	0.0186849736
98	-59.218750	0.0191327209
99	-58.906250	0.0201638002
100	-58.593750	0.0187616422
101	-58.281250	0.0198668968
102	-57.968750	0.0328344425
103	-57.656250	0.0504056014
104	-57.343750	0.0161870745
105	-57.031250	0.0149391994
106	-56.718750	0.0186353719
107	-56.406250	0.0163538419
108	-56.093750	0.0178776507
109	-55.781250	0.0198026553
110	-55.468750	0.0218050357
111	-55.156250	0.0147731055
112	-54.843750	0.0168458376
113	-54.531250	0.0169371045
114	-54.218750	0.0177537649
115	-53.906250	0.0144462469
116	-53.593750	0.0126514608
117	-53.281250	0.0150254223
118	-52.968750	0.0151515450
119	-52.656250	0.0171612327
120	-52.343750	0.0148616206
121	-52.031250	0.0129550756
122	-51.718750	0.0164630481
123	-51.406250	0.0148929522
124	-51.093750	0.0141654653
125	-50.781250	0.0167099633
126	-50.468750	0.0119038240
127	-50.156250	0.0159825019
128	-49.843750	0.0132597040
129	-49.531250	0.0163269902
130	-49.218750	0.0143453808
131	-48.906250	0.0121215733
132	-48.593750	0.0175140292
133	-48.281250	0.0187450419
134	-47.968750	0.0149257033
135	-47.656250	0.0151302034
136	-47.343750	0.0157412420
137	-47.031250	0.0170043074
138	-46.718750	0.0171515808
139	-46.406250	0.0154201233
140	-46.093750	0.0163682402
141	-45.781250	0.0153207398
142	-45.468750	0.0148010393
143	-45.156250	0.0193413136
144	-44.843750	0.0178028071
145	-44.531250	0.0174146378
146	-44.218750	0.0171817422
147	-43.906250	0.0147552183
148	-43.593750	0.0211655801
149	-43.281250	0.0143334995
150	-42.968750	0.0162972846
151	-42.656250	0.0164035806
152	-42.343750	0.0230713900
153	-42.031250	0.0135567326
154	-41.718750	0.0143723373
155	-41.406250	0.0133134644
156	-41.093750	0.0142962089
157	-40.781250	0.0157609263
158	-40.468750	0.0149477392
159	-40.156250	0.0147544768
160	-39.843750	0.0139559778
161	-39.531250	0.0154645449
162	-39.218750	0.0140989379
163	-38.906250	0.0196147121
164	-38.593750	0.0198711635
165	-38.281250	0.0153360554
166	-37.968750	0.0147229703
167	-37.656250	0.0179220493
168	-37.343750	0.0143432025
169	-37.031250	0.0122815193
170	-36.718750	0.0165387418
171	-36.406250	0.0161462523
172	-36.093750	0.0172249378
173	-35.781250	0.0166270155
174	-35.468750	0.0136473880
175	-35.156250	0.0156696063
176	-34.843750	0.0138662443
177	-34.531250	0.0177521665
178	-34.218750	0.0115822662
179	-33.906250	0.0136377991
180	-33.593750	0.0119028773
181	-33.281250	0.0188036693
182	-32.968750	0.0138918458
183	-32.656250	0.0141412189
184	-32.343750	0.0133950309
185	-32.031250	0.0194230892
186	-31.718750	0.0137859501
187	-31.406250	0.0182192562
188	-31.093750	0.0196717041
189	-30.781250	0.0118227017
190	-30.468750	0.0135024025
191	-30.156250	0.0175421887
192	-29.843750	0.0141732756
193	-29.531250	0.0152655674
194	-29.218750	0.0138329007
195	-28.906250	0.0155468273
196	-28.593750	0.0138880493
197	-28.281250	0.0129767814
198	-27.968750	0.0160496707
199	-27.656250	0.0294646044
200	-27.343750	0.0245642916
201	-27.031250	0.0207112123
202	-26.718750	0.0255608905
203	-26.406250	0.0483929325
204	-26.093750	0.0178698640
205	-25.781250	0.0138334716
206	-25.468750	0.0135450864
207	-25.156250	0.0145098531
208	-24.843750	0.0157710943
209	-24.531250	0.0167771843
210	-24.218750	0.0124946304
211	-23.906250	0.0171840351
212	-23.593750	0.0149779364
213	-23.281250	0.0139321590
214	-22.968750	0.0155745079
215	-22.656250	0.0152116946
216	-22.343750	0.0138688048
217	-22.031250	0.0141851650
218	-21.718750	0.0137393068
219	-21.406250	0.0146756998
220	-21.093750	0.0137497715
221	-20.781250	0.0168777215
222	-20.468750	0.0127725508
223	-20.156250	0.0206777978
224	-19.843750	0.0166365497
225	-19.531250	0.0162171480
226	-19.218750	0.0158626596
227	-18.906250	0.0189162528
228	-18.593750	0.0194517217
229	-18.281250	0.0205714838
230	-17.968750	0.0212326537
231	-17.656250	0.0177299125
232	-17.343750	0.0347802913
233	-17.031250	0.0296549916
234	-16.718750	0.0201840735
235	-16.406250	0.0123034433
236	-16.093750	0.0328492012
237	-15.781250	0.0544583947
238	-15.468750	0.0290197302
