epoch	t_rel_s	assoc
0	-89.843750	0.0314296448
1	-89.531250	0.0360396159
2	-89.218750	0.0447895572
3	-88.906250	0.0290905179
4	-88.593750	0.0263344026
5	-88.281250	0.0296599139
6	-87.968750	0.0205267533
7	-87.656250	0.0154301574
8	-87.343750	0.0217543872
9	-87.031250	0.0154842968
10	-86.718750	0.0133405177
11	-86.406250	0.0139194572
12	-86.093750	0.0174837440
13	-85.781250	0.0153593559
14	-85.468750	0.0132622838
15	-85.156250	0.0137433067
16	-84.843750	0.0242906500
17	-84.531250	0.0105354478
18	-84.218750	0.0151451076
19	-83.906250	0.0100921812
20	-83.593750	0.0136899834
21	-83.281250	0.0139264757
22	-82.968750	0.0187600396
23	-82.656250	0.0414166309
24	-82.343750	0.0264487314
25	-82.031250	0.0261749838
26	-81.718750	0.0174273322
27	-81.406250	0.0128755493
28	-81.093750	0.0136293611
29	-80.781250	0.0111234813
30	-80.468750	0.0134645967
31	-80.156250	0.0179011030
32	-79.843750	0.0256748037
33	-79.531250	0.0209027615
34	-79.218750	0.0471368460
35	-78.906250	0.0452034320
36	-78.593750	0.0342729305
37	-78.281250	0.0337508187
38	-77.968750	0.0282224538
39	-77.656250	0.0263885182
40	-77.343750	0.0236990680
41	-77.031250	0.0256042598
42	-76.718750	0.0232789191
43	-76.406250	0.0220614868
44	-76.093750	0.0176934795
45	-75.781250	0.0139754526
46	-75.468750	0.0107010039
47	-75.156250	0.0153227260
48	-74.843750	0.0136139156
49	-74.531250	0.0148606407
50	-74.218750	0.0176971585
51	-73.906250	0.0135492750
52	-73.593750	0.0156953580
53	-73.281250	0.0146715050
54	-72.968750	0.0104039928
55	-72.656250	0.0161575557
56	-72.343750	0.0125501801
57	-72.031250	0.0143528097
58	-71.718750	0.0173321062
59	-71.406250	0.0209995222
60	-71.093750	0.0118673551
61	-70.781250	0.0161211296
62	-70.468750	0.0122223059
63	-70.156250	0.0087006356
64	-69.843750	0.0118347684
65	-69.531250	0.0189900473
66	-69.218750	0.0144861930
67	-68.906250	0.0165027280
68	-68.593750	0.0119696322
69	-68.281250	0.0128613510
70	-67.968750	0.0118291231
71	-67.656250	0.0181839022
72	-67.343750	0.0136471152
73	-67.031250	0.0120798457
74	-66.718750	0.0139391756
75	-66.406250	0.0109413139
76	-66.093750	0.0230169107
77	-65.781250	0.0171796510
78	-65.468750	0.0115621466
79	-65.156250	0.0091416891
80	-64.843750	0.0128885026
81	-64.531250	0.0119241629
82	-64.218750	0.0138283242
83	-63.906250	0.0165747282
84	-63.593750	0.0110175226
85	-63.281250	0.0155639876
86	-62.968750	0.0139715552
87	-62.656250	0.0127358965
88	-62.343750	0.0108541079
89	-62.031250	0.0143100170
90	-61.718750	0.0114922007
91	-61.406250	0.0114201305
92	-61.093750	0.0196370338
93	-60.781250	0.0412566471
94	-60.468750	0.0206589370
95	-60.156250	0.0226531512
96	-59.843750	0.0166694411
97	-59.531250	0.0156258108
98	-59.218750	0.0146381503
99	-58.906250	0.0147085513
100	-58.593750	0.0113161873
101	-58.281250	0.0123735050
102	-57.968750	0.0134750740
103	-57.656250	0.0156746927
104	-57.343750	0.0138279815
105	-57.031250	0.0303631656
106	-56.718750	0.0250570173
107	-56.406250	0.0134122405
108	-56.093750	0.0159785132
109	-55.781250	0.0128381256
110	-55.468750	0.0155846504
111	-55.156250	0.0124967869
112	-54.843750	0.0158700795
113	-54.531250	0.0222905785
114	-54.218750	0.0163862194
115	-53.906250	0.0168353377
116	-53.593750	0.0158025178
117	-53.281250	0.0138059311
118	-52.968750	0.0151952669
119	-52.656250	0.0151952162
120	-52.343750	0.0144522616
121	-52.031250	0.0126647281
122	-51.718750	0.0131375243
123	-51.406250	0.0171726022
124	-51.093750	0.0157777903
125	-50.781250	0.0119089322
126	-50.468750	0.0153077349
127	-50.156250	0.0145392107
128	-49.843750	0.0296005513
129	-49.531250	0.0229792686
130	-49.218750	0.0205887837
131	-48.906250	0.0119785975
132	-48.593750	0.0151286706
133	-48.281250	0.0146297351
134	-47.968750	0.0120327877
135	-47.656250	0.0167818186
136	-47.343750	0.0126835050
137	-47.031250	0.0146910555
138	-46.718750	0.0528299390
139	-46.406250	0.0365779189
140	-46.093750	0.0374817067
141	-45.781250	0.0326334031
142	-45.468750	0.0320543324
143	-45.156250	0.0277508249
144	-44.843750	0.0236482846
145	-44.531250	0.0219413343
146	-44.218750	0.0269588797
147	-43.906250	0.0238066319
148	-43.593750	0.0208021921
149	-43.281250	0.0183281642
150	-42.968750	0.0283806011
151	-42.656250	0.0445826371
152	-42.343750	0.0302056943
153	-42.031250	0.0303982472
154	-41.718750	0.0145530064
155	-41.406250	0.0143150123
156	-41.093750	0.0117721619
157	-40.781250	0.0160209642
158	-40.468750	0.0137626612
159	-40.156250	0.0118138409
160	-39.843750	0.0153574305
161	-39.531250	0.0202502448
162	-39.218750	0.0116859095
163	-38.906250	0.0148732828
164	-38.593750	0.0149042439
165	-38.281250	0.0353936087
166	-37.968750	0.0169255989
167	-37.656250	0.0171616766
168	-37.343750	0.0146913586
169	-37.031250	0.0275639192
170	-36.718750	0.0218367955
171	-36.406250	0.0173716365
172	-36.093750	0.0150956526
173	-35.781250	0.0150499832
174	-35.468750	0.0254358056
175	-35.156250	0.0310724831
176	-34.843750	0.0259569058
177	-34.531250	0.0249448575
178	-34.218750	0.0306612265
179	-33.906250	0.0238456970
180	-33.593750	0.0161087878
181	-33.281250	0.0212221384
182	-32.968750	0.0209759018
183	-32.656250	0.0245489805
184	-32.343750	0.0216936554
185	-32.031250	0.0229191666
186	-31.718750	0.0195982765
187	-31.406250	0.0261650711
188	-31.093750	0.0234832632
189	-30.781250	0.0213962308
190	-30.468750	0.0209332364
191	-30.156250	0.0228117521
192	-29.843750	0.0209982033
193	-29.531250	0.0202182850
194	-29.218750	0.0213289633
195	-28.906250	0.0216434989
196	-28.593750	0.0225156411
197	-28.281250	0.0236824713
198	-27.968750	0.0227259960
199	-27.656250	0.0161778648
200	-27.343750	0.0224737932
201	-27.031250	0.0260733568
202	-26.718750	0.0127253131
203	-26.406250	0.0097361295
204	-26.093750	0.0127124920
205	-25.781250	0.0165388041
206	-25.468750	0.0078004503
207	-25.156250	0.0106029109
208	-24.843750	0.0145065063
209	-24.531250	0.0152223723
210	-24.218750	0.0125174194
211	-23.906250	0.0131521946
212	-23.593750	0.0153682318
213	-23.281250	0.0092570350
214	-22.968750	0.0116480456
215	-22.656250	0.0122442644
216	-22.343750	0.0135412671
217	-22.031250	0.0178878150
218	-21.718750	0.0121573217
219	-21.406250	0.0106841017
220	-21.093750	0.0130723496
221	-20.781250	0.0126099252
222	-20.468750	0.0167186408
223	-20.156250	0.0130123424
224	-19.843750	0.0148496591
225	-19.531250	0.0160317752
226	-19.218750	0.0151555557
227	-18.906250	0.0132749531
228	-18.593750	0.0109322958
229	-18.281250	0.0155602539
230	-17.968750	0.0114690196
231	-17.656250	0.0121508572
232	-17.343750	0.0197439285
233	-17.031250	0.0111140937
234	-16.718750	0.0102011275
235	-16.406250	0.0127905514
236	-16.093750	0.0194110854
237	-15.781250	0.0129813529
238	-15.468750	0.0152894088
239	-15.156250	0.0172800072
240	-14.843750	0.0104466771
241	-14.531250	0.0198311962
242	-14.218750	0.0135527630
243	-13.906250	0.0106655131
244	-13.593750	0.0147118034
245	-13.281250	0.0113126659
246	-12.968750	0.0110694692
247	-12.656250	0.0133820894
248	-12.343750	0.0156922215
249	-12.031250	0.0254006403
250	-11.718750	0.0215644688
251	-11.406250	0.0298153782
252	-11.093750	0.0348527682
253	-10.781250	0.0135928926
254	-10.468750	0.0138526376
255	-10.156250	0.0150153855
256	-9.843750	0.0116775981
257	-9.531250	0.0130137303
258	-9.218750	0.0142505737
259	-8.906250	0.0137704749
260	-8.593750	0.0156653263
261	-8.281250	0.0125937015
262	-7.968750	0.0134307174
263	-7.656250	0.0126369447
264	-7.343750	0.0150725979
265	-7.031250	0.0148114873
266	-6.718750	0.0121431047
267	-6.406250	0.0127651056
268	-6.093750	0.0119735546
269	-5.781250	0.0128688079
270	-5.468750	0.0135646321
271	-5.156250	0.0157611881
272	-4.843750	0.0131757757
273	-4.531250	0.0116547669
274	-4.218750	0.0105054397
275	-3.906250	0.0330180423
276	-3.593750	0.0329545744
277	-3.281250	0.0177147260
278	-2.968750	0.0132774399
279	-2.656250	0.0154933120
280	-2.343750	0.0144813219
281	-2.031250	0.0117957765
282	-1.718750	0.0161826598
283	-1.406250	0.0162074802
284	-1.093750	0.0154991094
285	-0.781250	0.0181587761
286	-0.468750	0.0164141242
287	-0.156250	0.0127934518
288	0.156250	0.0133057772
289	0.468750	0.0210454229
290	0.781250	0.0218914742
291	1.093750	0.0307340550
292	1.406250	0.0265307324
293	1.718750	0.0216829600
294	2.031250	0.0209924142
295	2.343750	0.0181451937
296	2.656250	0.0365084300
297	2.968750	0.0363669603
298	3.281250	0.0235891660
299	3.593750	0.0269503043
300	3.906250	0.0213646686
301	4.218750	0.0186762281
302	4.531250	0.0165916879
303	4.843750	0.0172077378
304	5.156250	0.0344799773
305	5.468750	0.0429173146
306	5.781250	0.0518124201
307	6.093750	0.0495345755
308	6.406250	0.0374747290
309	6.718750	0.0200234798
310	7.031250	0.0149338168
311	7.343750	0.0162150239
312	7.656250	0.0228219948
313	7.968750	0.0330078807
314	8.281250	0.0385681028
315	8.593750	0.0281429437
316	8.906250	0.0241394283
317	9.218750	0.0227700231
318	9.531250	0.0362642898
319	9.843750	0.0313332009
320	10.156250	0.0253920673
321	10.468750	0.0249967646
322	10.781250	0.0338170481
323	11.093750	0.0307851003
324	11.406250	0.0244676231
325	11.718750	0.0680119187
326	12.031250	0.0160699880
327	12.343750	0.0116361341
328	12.656250	0.0151449190
329	12.968750	0.0146827303
330	13.281250	0.0241283232
331	13.593750	0.0249517201
332	13.906250	0.0273794034
333	14.218750	0.0219128486
334	14.531250	0.0198377569
335	14.843750	0.0190440592
336	15.156250	0.0335394372
337	15.468750	0.0407337602
338	15.781250	0.0334453323
339	16.093750	0.0348041248
340	16.406250	0.0287610015
341	16.718750	0.0260400632
342	17.031250	0.0245726068
343	17.343750	0.0310649912
344	17.656250	0.0194970499
345	17.968750	0.0176004347
346	18.281250	0.0151670266
347	18.593750	0.0199028100
348	18.906250	0.0244463807
349	19.218750	0.0119729966
350	19.531250	0.0151979562
351	19.843750	0.0188464688
352	20.156250	0.0184951692
353	20.468750	0.0153278102
354	20.781250	0.0180470829
355	21.093750	0.0468810807
356	21.406250	0.0230453577
357	21.718750	0.0527979149
358	22.031250	0.0611934699
359	22.343750	0.0314666399
360	22.656250	0.0130626305
361	22.968750	0.0134069417
362	23.281250	0.0178385019
363	23.593750	0.0137806995
364	23.906250	0.0136401108
365	24.218750	0.0202151366
366	24.531250	0.0391496367
367	24.843750	0.0247785091
368	25.156250	0.0211832851
369	25.468750	0.0233262994
370	25.781250	0.0221179261
371	26.093750	0.0286562845
372	26.406250	0.0348549672
373	26.718750	0.0345636169
374	27.031250	0.0383004980
375	27.343750	0.0233678189
376	27.656250	0.0245696469
377	27.968750	0.0214268719
378	28.281250	0.0192252422
379	28.593750	0.0239156353
380	28.906250	0.0207563850
381	29.218750	0.0375792242
382	29.531250	0.0361777786
383	29.843750	0.0592577973
384	30.156250	0.0392649998
385	30.468750	0.0263539308
386	30.781250	0.0273613157
387	31.093750	0.0276797974
388	31.406250	0.0429318924
389	31.718750	0.0302511683
390	32.031250	0.0335550759
391	32.343750	0.0397047954
392	32.656250	0.0352379009
393	32.968750	0.0669117722
394	33.281250	0.0380573671
395	33.593750	0.0279989951
396	33.906250	0.0241085141
397	34.218750	0.0307987604
398	34.531250	0.0192511010
399	34.843750	0.0550350831
400	35.156250	0.0429224939
