epoch	t_rel_s	assoc
0	-89.843750	4.2950956108
1	-89.531250	4.6249656264
2	-89.218750	4.2655593191
3	-88.906250	4.5743801434
4	-88.593750	3.9777195674
5	-88.281250	3.1854127233
6	-87.968750	3.4103555941
7	-87.656250	3.3067107907
8	-87.343750	3.7090661638
9	-87.031250	3.1723862237
10	-86.718750	4.3269497011
11	-86.406250	7.8715499777
12	-86.093750	8.6368197585
13	-85.781250	6.9064358362
14	-85.468750	5.4370969155
15	-85.156250	4.1632197002
16	-84.843750	3.7931879536
17	-84.531250	3.3922750868
18	-84.218750	3.2334734134
19	-83.906250	2.7968686887
20	-83.593750	3.3518303259
21	-83.281250	3.4654276517
22	-82.968750	3.8453486078
23	-82.656250	2.9864674382
24	-82.343750	3.0672216574
25	-82.031250	2.4831229370
26	-81.718750	1.5369062280
27	-81.406250	1.7145412744
28	-81.093750	2.0577596901
29	-80.781250	6.1610873107
30	-80.468750	3.3698507098
31	-80.156250	2.9859729114
32	-79.843750	3.1092192612
33	-79.531250	2.5788048650
34	-79.218750	2.6664097820
35	-78.906250	2.1863289440
36	-78.593750	2.0626037682
37	-78.281250	2.6015735437
38	-77.968750	2.9057202219
39	-77.656250	3.8405650862
40	-77.343750	2.7950624663
41	-77.031250	3.7745720260
42	-76.718750	3.1231240663
43	-76.406250	3.8764540498
44	-76.093750	9.5208668287
45	-75.781250	4.9133110893
46	-75.468750	2.7225331830
47	-75.156250	2.3758065992
48	-74.843750	3.4045803425
49	-74.531250	4.1805938002
50	-74.218750	5.9034175439
51	-73.906250	4.2516353653
52	-73.593750	4.1239098429
53	-73.281250	2.2397897638
54	-72.968750	3.5761597950
55	-72.656250	3.5311831840
56	-72.343750	3.0972530643
57	-72.031250	3.0253544267
58	-71.718750	8.0349467485
59	-71.406250	11.2607507957
60	-71.093750	5.4366087931
61	-70.781250	4.7148567792
62	-70.468750	3.5524146835
63	-70.156250	3.8272932149
64	-69.843750	3.2784347892
