epoch	t_rel_s	assoc
0	-89.843750	1.4377616077
1	-89.531250	1.2700624460
2	-89.218750	1.3733656952
3	-88.906250	1.2785120097
4	-88.593750	1.3287355112
5	-88.281250	1.7819235424
6	-87.968750	1.9796191940
7	-87.656250	0.9831451759
8	-87.343750	2.9373632725
9	-87.031250	2.6499005214
10	-86.718750	1.3009309204
11	-86.406250	1.8619398752
12	-86.093750	1.5244166463
13	-85.781250	1.9936658531
14	-85.468750	1.9004592709
15	-85.156250	3.3181304604
16	-84.843750	4.2265598781
17	-84.531250	1.5173637296
18	-84.218750	1.4500639522
19	-83.906250	1.2496477379
20	-83.593750	1.1411389748
21	-83.281250	1.1485507277
22	-82.968750	1.4798202861
23	-82.656250	1.3137089839
24	-82.343750	1.1277967330
25	-82.031250	2.3588884948
26	-81.718750	0.9208347654
27	-81.406250	1.2000079093
28	-81.093750	2.8154447024
29	-80.781250	2.4774675652
30	-80.468750	1.6738256000
31	-80.156250	1.3189984926
32	-79.843750	1.4586226523
33	-79.531250	1.3150470361
34	-79.218750	1.5713153800
35	-78.906250	1.2672379696
36	-78.593750	1.0751092510
37	-78.281250	1.3868935681
38	-77.968750	1.1377677126
39	-77.656250	1.7106970736
40	-77.343750	3.5388826241
41	-77.031250	1.3207828663
42	-76.718750	2.3535075127
43	-76.406250	1.4389207873
44	-76.093750	1.3730597422
45	-75.781250	1.3974448185
46	-75.468750	1.2329460780
47	-75.156250	1.2606488391
48	-74.843750	1.3621368407
49	-74.531250	1.4366295842
50	-74.218750	1.5129470999
51	-73.906250	3.4915896654
52	-73.593750	2.4247514255
53	-73.281250	4.8651056303
54	-72.968750	1.9521951521
55	-72.656250	1.7014490298
56	-72.343750	1.2942645200
57	-72.031250	1.2343565716
58	-71.718750	1.1518867222
59	-71.406250	1.2431543386
60	-71.093750	1.3775947260
61	-70.781250	1.9429733945
62	-70.468750	1.1692707783
63	-70.156250	1.3531753218
64	-69.843750	1.2001462921
65	-69.531250	1.1034006668
66	-69.218750	1.2305940242
67	-68.906250	2.8505824249
68	-68.593750	0.9293917520
69	-68.281250	2.8406319751
70	-67.968750	2.0751660765
71	-67.656250	1.8089763269
72	-67.343750	3.9550378926
73	-67.031250	2.8862282522
74	-66.718750	1.2500008347
75	-66.406250	1.2220825250
76	-66.093750	1.3262326474
77	-65.781250	1.9239780386
78	-65.468750	2.7383536252
79	-65.156250	1.2534584723
80	-64.843750	1.4420746335
81	-64.531250	1.9875989421
82	-64.218750	2.1074737267
83	-63.906250	3.4452556846
84	-63.593750	2.1836148452
85	-63.281250	1.3361170614
86	-62.968750	1.3135341868
87	-62.656250	1.3280878175
88	-62.343750	1.2663121982
89	-62.031250	1.2223800839
90	-61.718750	1.7744962227
91	-61.406250	1.2944925525
92	-61.093750	1.8754580544
93	-60.781250	1.0489921636
94	-60.468750	2.5943529362
95	-60.156250	1.2415246781
96	-59.843750	1.0499433069
97	-59.531250	1.2882704571
98	-59.218750	1.3288139989
99	-58.906250	1.2233123386
100	-58.593750	3.4567490069
101	-58.281250	2.8770482706
102	-57.968750	1.6989277593
103	-57.656250	1.5485180591
104	-57.343750	1.3346645222
105	-57.031250	1.2321635840
106	-56.718750	1.2090120301
107	-56.406250	1.3344454963
108	-56.093750	1.5046065708
109	-55.781250	1.6632269871
110	-55.468750	1.2966527007
111	-55.156250	1.5022558704
112	-54.843750	3.1315935543
113	-54.531250	2.4963891586
114	-54.218750	1.1977704905
115	-53.906250	1.2509966919
116	-53.593750	1.5991749228
117	-53.281250	0.9861303887
118	-52.968750	2.3419571798
119	-52.656250	1.4583765287
120	-52.343750	1.9173961864
121	-52.031250	1.7652910641
122	-51.718750	2.1349408820
123	-51.406250	2.6223673717
124	-51.093750	1.5429800749
125	-50.781250	1.7839020805
126	-50.468750	1.5969541129
127	-50.156250	1.6103023794
128	-49.843750	1.4833356374
129	-49.531250	2.4234407592
130	-49.218750	0.9827541450
131	-48.906250	1.7419572784
132	-48.593750	1.8693671617
133	-48.281250	1.3565863234
134	-47.968750	1.6212420546
135	-47.656250	3.2029734842
136	-47.343750	2.0569505937
137	-47.031250	3.2031135035
138	-46.718750	2.0472627176
139	-46.406250	2.1757504003
140	-46.093750	1.8581132338
141	-45.781250	1.8976125721
142	-45.468750	0.8963535741
143	-45.156250	2.2589707176
144	-44.843750	3.9070435249
145	-44.531250	4.9995461250
146	-44.218750	1.9098654073
147	-43.906250	1.3566375560
148	-43.593750	1.8747784140
149	-43.281250	3.1592678394
150	-42.968750	2.7555245407
151	-42.656250	2.4897942514
152	-42.343750	1.0022914028
153	-42.031250	1.2446406761
154	-41.718750	1.3641581612
155	-41.406250	1.5284280932
156	-41.093750	1.6257389185
157	-40.781250	1.6493378200
158	-40.468750	1.8473039180
159	-40.156250	1.7032591150
160	-39.843750	1.4792388194
161	-39.531250	1.9329928850
162	-39.218750	0.9832150291
163	-38.906250	2.2883392083
164	-38.593750	2.7454256233
165	-38.281250	1.8158905800
166	-37.968750	1.1709989110
167	-37.656250	1.2922888269
168	-37.343750	1.1617305280
169	-37.031250	1.9806683968
170	-36.718750	1.5196470294
171	-36.406250	1.2292209655
172	-36.093750	1.6357584706
173	-35.781250	1.0273548979
174	-35.468750	1.5669626023
175	-35.156250	1.4073656432
176	-34.843750	3.2540337908
177	-34.531250	4.1687608904
178	-34.218750	1.5310322291
179	-33.906250	1.2622556755
