artifacts/lsp_bringup/sb6.sio	MADAROS_ONLY	DEFECT-MADAROS	builtin used by tracked code missing (read_line)
artifacts/lsp_bringup/sb7.sio	MADAROS_ONLY	DEFECT-MADAROS	builtin used by tracked code missing (read_line)
artifacts/lsp_bringup/server_min.sio	MADAROS_ONLY	DEFECT-MADAROS	builtin used by tracked code missing (read_line)
artifacts/ontology-frontiers/compiler-repros/p4_thinlink_control_leaf.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
artifacts/ontology-frontiers/compiler-repros/p4_thinlink_leaf.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
artifacts/ontology-frontiers/compiler-repros/p5_qualified_leaf.sio	LEAN_ONLY	HARNESS	no main: lean check is a full compile
artifacts/ontology-frontiers/compiler-repros/struct_array_segfault.sio	LEAN_ONLY	DEFECT-LEAN	array var declared without initializer
artifacts/ontology-frontiers/compiler-repros/uninit_array_segfault.sio	LEAN_ONLY	DEFECT-LEAN	array var declared without initializer
artifacts/ontology-frontiers/compiler-repros/where_refinement_parse.sio	MADAROS_ONLY	DEFECT-MADAROS	fn-return where clause does not parse
artifacts/ontology-frontiers/multi-ontology/go_roots_elplus_driver.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
artifacts/ontology-frontiers/multi-ontology/obo_elplus_driver.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
artifacts/ontology-frontiers/multi-ontology/open_fillers_elplus_driver.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
artifacts/ontology-frontiers/multi-ontology/uberon_open_elplus_driver.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
artifacts/ontology-frontiers/real-data/real_repair_driver.sio	LEAN_ONLY	DEFECT-LEAN	import X::* not supported
artifacts/ontology-frontiers/real-data/scale/dense_full_data.sio	LEAN_ONLY	DEFECT-MADAROS	E035 caller-observable mutation or IO without the effect (documented Madaros gap)
artifacts/ontology-frontiers/real-data/scale/dense_full_driver.sio	LEAN_ONLY	DEFECT-LEAN	import X::* not supported
artifacts/ontology-frontiers/real-data/scale/elplus_data.sio	LEAN_ONLY	DEFECT-MADAROS	E035 caller-observable mutation or IO without the effect (documented Madaros gap)
artifacts/ontology-frontiers/real-data/scale/elplus_scale_driver.sio	LEAN_ONLY	DEFECT-LEAN	import X::* not supported
artifacts/ontology-frontiers/real-data/scale/elplus_synth_data.sio	LEAN_ONLY	DEFECT-MADAROS	E035 caller-observable mutation or IO without the effect (documented Madaros gap)
artifacts/ontology-frontiers/real-data/scale/full_data.sio	LEAN_ONLY	DEFECT-MADAROS	E035 caller-observable mutation or IO without the effect (documented Madaros gap)
artifacts/ontology-frontiers/real-data/scale/full_scale_driver.sio	LEAN_ONLY	DEFECT-LEAN	import X::* not supported
artifacts/ontology-frontiers/real-data/scale/go_elplus_data.sio	LEAN_ONLY	DEFECT-MADAROS	E035 caller-observable mutation or IO without the effect (documented Madaros gap)
artifacts/ontology-frontiers/real-data/scale/go_elplus_driver.sio	LEAN_ONLY	DEFECT-LEAN	import X::* not supported
artifacts/ontology-frontiers/real-data/scale/go_full_elplus_driver.sio	LEAN_ONLY	DEFECT-LEAN	E035 Mut demanded for function-local mutation
